Date,Full_Capacity_mcft_CHEMBARAMBAKKAM,Full_Capacity_mcft_CHOLAVARAM,Full_Capacity_mcft_KANNANKOTTAI_THERVOY_KANDIGAI,Full_Capacity_mcft_POONDI,Full_Capacity_mcft_PUZHAL,Full_Capacity_mcft_VEERANAM,Inflow_cusecs_CHEMBARAMBAKKAM,Inflow_cusecs_CHOLAVARAM,Inflow_cusecs_KANNANKOTTAI_THERVOY_KANDIGAI,Inflow_cusecs_POONDI,Inflow_cusecs_PUZHAL,Inflow_cusecs_VEERANAM,Level_ft_CHEMBARAMBAKKAM,Level_ft_CHOLAVARAM,Level_ft_KANNANKOTTAI_THERVOY_KANDIGAI,Level_ft_POONDI,Level_ft_PUZHAL,Level_ft_VEERANAM,Outflow_cusecs_CHEMBARAMBAKKAM,Outflow_cusecs_CHOLAVARAM,Outflow_cusecs_KANNANKOTTAI_THERVOY_KANDIGAI,Outflow_cusecs_POONDI,Outflow_cusecs_PUZHAL,Outflow_cusecs_VEERANAM,Rainfall_mm_CHEMBARAMBAKKAM,Rainfall_mm_CHOLAVARAM,Rainfall_mm_KANNANKOTTAI_THERVOY_KANDIGAI,Rainfall_mm_POONDI,Rainfall_mm_PUZHAL,Rainfall_mm_VEERANAM,Storage_mcft_CHEMBARAMBAKKAM,Storage_mcft_CHOLAVARAM,Storage_mcft_KANNANKOTTAI_THERVOY_KANDIGAI,Storage_mcft_POONDI,Storage_mcft_PUZHAL,Storage_mcft_VEERANAM,Storage_Level_pct_CHEMBARAMBAKKAM,Storage_Level_pct_CHOLAVARAM,Storage_Level_pct_KANNANKOTTAI_THERVOY_KANDIGAI,Storage_Level_pct_POONDI,Storage_Level_pct_PUZHAL,Storage_Level_pct_VEERANAM,Storage_as_on_same_day_last_year_mcft_CHEMBARAMBAKKAM,Storage_as_on_same_day_last_year_mcft_CHOLAVARAM,Storage_as_on_same_day_last_year_mcft_KANNANKOTTAI_THERVOY_KANDIGAI,Storage_as_on_same_day_last_year_mcft_POONDI,Storage_as_on_same_day_last_year_mcft_PUZHAL,Storage_as_on_same_day_last_year_mcft_VEERANAM,Full_Capacity_mcft_TOTAL,Level_ft_TOTAL,Storage_mcft_TOTAL,Storage_Level_pct_TOTAL,Inflow_cusecs_TOTAL,Outflow_cusecs_TOTAL,Rainfall_mm_TOTAL,Storage_as_on_same_day_last_year_mcft_TOTAL,Rainfall_mm_day,temperature_mean_celsius,relative_humidity_mean_percent,evapotranspiration_mm_day,daily_average_water_level,Population,Per_Capita_Consumption_LPCD,Season_Factor,Random_Fluctuation,Total_Consumption_MLD,ENSO_Index,IOD_Index,ENSO_3m,IOD_3m,Water_Security_Index,Crisis_Target,Realistic_Population,Month,Season_Multiplier,Crisis_Behavior,Temp_Factor,Realistic_Total_Consumption_MLD,Historical_Crisis,Crisis_Severity_Historical,Crisis_Target_V2,Water_Stress_Duration_Days,Days_Supply_Remaining,Consecutive_Dry_Days,Heat_Wave_Risk,Critical_Reservoirs_Count,Reservoir_Risk_Diversity,Pre_Monsoon_Risk,Monsoon_Failure_Risk
2016-09-12,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,112.8181818181818,19.615384615384613,75.0,90.4,106.3076923076923,10.666666666666666,73.76,47.01,101.83,127.58,32.66,45.75,151.0,12.166666666666666,15.0,42.0,130.0,45.65,0.0,0.0,0.0,0.0,0.0,0.0,1084.0,65.0,204.0,525.0,547.0,98.23,29.74,6.01,40.8,16.25,16.58,6.71,220.0,7.199421965317919,210.0,56.0,181.0,523.4,13222.0,,2221.0,16.8,0.0,323.0,0.0,457.0,3.335714285714281,28.469002,73.09693,4.6124477142857145,-6.050890000000001,8000000.0,126.64,0.95,0.991,737.8226665538511,-0.57,-0.437,-0.4395555555555555,-0.5510444444444444,0.2767590028766051,2,8119999.999999999,9,0.95,0.7,1.03672505,737.8226665538511,0,0,1,64,85.25087227263069,0,0.0,4,13.587219607655815,0,1
2016-09-13,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,122.36363636363636,20.46153846153846,75.0,165.8,113.53846153846152,10.794594594594594,73.67,46.96,101.83,127.54,32.53,45.75,151.0,12.25,15.0,42.0,128.0,45.65,0.0,0.0,0.0,0.0,0.0,0.0,1071.0,64.0,204.0,520.0,536.0,98.23,29.38,5.92,40.8,16.09,16.24,6.71,216.0,7.254335260115607,210.0,55.0,175.0,523.4,13222.0,,2191.0,16.57,0.0,321.0,0.0,446.0,3.745714285714281,28.433586,76.626884,4.227726057142857,-6.050890000000001,8000000.0,126.64,0.95,1.002,765.779297669874,-0.57,-0.437,-0.4455555555555555,-0.5509777777777778,0.2792643278376115,2,8119999.999999999,9,0.95,0.7,1.03583965,765.779297669874,0,0,1,65,81.02910139064561,0,0.0,4,13.571912171834889,0,1
2016-09-14,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,131.9090909090909,21.307692307692307,75.0,241.2,120.76923076923076,10.922522522522522,73.59,46.96,101.83,127.51,32.4,45.75,151.0,12.333333333333332,15.0,42.0,128.0,45.65,0.0,0.0,0.0,0.0,0.0,0.0,1058.0,64.0,204.0,517.0,525.0,98.23,29.03,5.92,40.8,16.0,15.91,6.71,212.0,7.309248554913295,210.0,54.0,170.0,523.4,13222.0,,2164.0,16.37,0.0,321.0,0.0,436.0,4.037142857142852,29.096083,73.94888,4.1962842,-6.050890000000001,8000000.0,126.64,0.95,1.009,810.4878321286393,-0.57,-0.437,-0.4515555555555555,-0.5509111111111111,0.278575345923494,2,8119999.999999999,9,0.95,0.7,1.052402075,810.4878321286393,0,0,1,66,75.61588240165604,0,0.0,4,13.538808539405034,0,1
2016-09-15,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,141.45454545454544,22.15384615384616,75.0,316.6,128.0,11.05045045045045,73.5,46.91,101.83,127.45,32.4,45.75,151.0,12.416666666666666,15.0,242.0,128.0,45.65,0.0,0.0,0.0,0.0,0.0,0.0,1045.0,63.0,204.0,509.0,525.0,98.23,28.67,5.83,40.8,15.75,15.91,6.71,208.0,7.364161849710983,210.0,54.0,164.0,523.4,13222.0,,2142.0,16.2,128.0,521.0,0.0,426.0,5.351428571428566,29.041918,74.7266,4.144149071428571,-6.050890000000001,8000000.0,126.64,0.95,1.001,797.1108202967752,-0.57,-0.437,-0.4575555555555555,-0.5508444444444445,0.2808125077588287,2,8119999.999999999,9,0.95,0.7,1.05104795,797.1108202967752,0,0,1,67,76.1032193821225,0,0.0,4,13.515430810743696,0,0
2016-09-16,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,151.0,23.0,75.0,392.0,170.33333333333334,11.178378378378378,73.5,47.01,101.83,127.55,32.8,45.75,151.0,12.5,15.0,246.2,128.8,45.65,33.0,78.0,0.0,63.4,107.0,37.0,1045.0,65.0,204.0,522.0,560.0,98.23,28.67,6.01,40.8,16.16,16.97,6.71,204.0,7.41907514450867,210.0,53.0,159.0,523.4,13222.0,,2192.0,16.58,566.0,0.0,318.4,416.0,6.599999999999994,29.210665,74.98341,4.0772854,-6.050890000000001,8000000.0,126.64,0.95,0.993,806.0281616954904,-0.57,-0.437,-0.4635555555555555,-0.5507777777777778,0.2846257877909748,2,8119999.999999999,9,0.95,0.7,1.055266625,806.0281616954904,0,0,1,68,77.01806463663675,0,0.0,4,13.419606551609478,0,0
2016-09-17,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,440.0,220.0,75.0,242.0,212.66666666666669,11.306306306306306,73.67,47.82,101.83,127.55,33.25,45.75,151.0,12.583333333333332,15.0,250.4,129.6,45.65,57.0,20.0,0.0,25.0,26.4,18.0,1070.0,84.0,204.0,522.0,600.0,98.23,29.36,7.77,40.8,16.16,18.18,6.71,200.0,7.473988439306359,210.0,53.0,153.0,523.4,13222.0,,2276.0,17.21,902.0,0.0,146.4,406.0,5.784285714285709,29.421082,69.60418,4.377250457142857,-6.050890000000001,8000000.0,126.64,0.95,1.007,761.2390277433291,-0.57,-0.437,-0.4695555555555555,-0.5507111111111112,0.280413122958067,2,8119999.999999999,9,0.95,0.7,1.06052705,761.2390277433291,0,0,1,69,84.674663242621,0,0.0,4,13.147860662480417,0,0
2016-09-18,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,181.0,104.0,75.0,126.0,255.0,11.434234234234234,73.69,48.2,101.83,127.47,33.65,45.75,151.0,12.666666666666666,15.0,254.6,130.4,45.65,0.0,0.0,0.0,0.0,0.0,18.0,1073.0,93.0,204.0,512.0,611.0,98.23,29.44,8.6,40.8,15.85,18.52,6.71,196.0,7.528901734104046,210.0,52.0,148.0,523.4,13222.0,,2289.0,17.31,666.0,0.0,18.0,396.0,5.8385714285714245,29.723167,70.75057,4.527139371428572,-6.050890000000001,8000000.0,126.64,0.95,0.996,755.4856649071259,-0.57,-0.437,-0.4755555555555555,-0.5506444444444445,0.2800830171278609,2,8119999.999999999,9,0.95,0.7,1.068079175,755.4856649071259,0,0,1,70,85.80682461407082,0,0.0,4,13.02113307921652,0,0
2016-09-19,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,209.8181818181818,58.0,75.0,103.0,236.25,11.562162162162162,73.6,48.39,101.83,127.37,33.44,45.75,151.0,12.75,15.0,258.8,131.2,45.65,0.0,0.0,0.0,0.0,0.0,0.0,1060.0,98.0,204.0,500.0,618.0,98.23,29.08,9.07,40.8,15.48,18.73,6.71,192.0,7.583815028901734,210.0,52.0,143.0,523.4,13222.0,,2276.0,17.21,161.0,0.0,0.0,387.0,5.722857142857137,29.089834,68.28947,4.446991257142857,-6.050890000000001,8000000.0,126.64,0.95,1.006,764.164235039554,-0.57,-0.437,-0.4815555555555555,-0.5505777777777777,0.2802848247115754,2,8119999.999999999,9,0.95,0.7,1.05224585,764.164235039554,0,0,1,71,84.35053012805533,0,0.0,4,12.909034691512245,0,0
2016-09-20,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,238.63636363636363,35.0,75.0,103.0,217.5,11.69009009009009,73.52,48.505,101.83,127.27,33.5,45.75,151.0,12.833333333333332,15.0,263.0,132.0,45.65,0.0,0.0,0.0,0.0,0.0,0.0,1047.0,101.0,204.0,488.0,624.0,98.23,28.72,9.34,40.8,15.1,18.91,6.71,188.0,7.638728323699422,210.0,50.0,138.0,523.4,13222.0,,2260.0,17.09,138.0,0.0,0.0,376.0,5.4757142857142815,27.41275,73.1791,4.400419728571428,-6.050890000000001,8000000.0,126.64,0.95,1.003,737.7263238727293,-0.57,-0.437,-0.4875555555555555,-0.5505111111111111,0.279754604287771,2,8119999.999999999,9,0.95,0.7,1.01031875,737.7263238727293,0,0,1,72,86.7591771718069,0,0.0,4,12.83827714298145,0,0
2016-09-21,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,267.45454545454544,35.0,75.0,103.0,198.75,11.818018018018018,73.43,48.62,101.83,127.17,33.57,45.75,151.0,12.916666666666666,15.0,267.2,132.8,45.65,6.0,3.0,0.0,2.0,4.0,5.0,1034.0,104.0,204.0,476.0,630.0,98.23,28.37,9.62,40.8,14.73,19.09,6.71,188.0,7.69364161849711,210.0,55.0,133.0,523.4,13222.0,,2244.0,16.97,138.0,0.0,20.0,376.0,5.719999999999994,28.783585,69.94932,4.386688671428572,-6.050890000000001,8000000.0,126.64,0.95,0.989,786.4737037214634,-0.57,-0.437,-0.4935555555555554,-0.5504444444444444,0.2810999816142824,2,8119999.999999999,9,0.95,0.7,1.044589625,786.4737037214634,0,0,1,73,80.80549836566036,0,0.0,4,12.771760515554098,0,0
2016-09-22,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,296.27272727272725,34.4390243902439,75.0,57.0,180.0,11.945945945945946,73.34,48.66,101.83,127.03,33.61,45.75,151.0,13.0,15.0,271.4,133.6,45.65,0.0,0.0,0.0,0.0,0.0,0.0,1021.0,105.0,204.0,460.0,634.0,98.23,28.01,9.71,40.8,14.24,19.21,6.71,178.0,7.748554913294797,210.0,55.0,122.0,523.4,13222.0,,2220.0,16.79,237.0,0.0,0.0,355.0,4.5014285714285664,29.673172,63.881054,4.394135157142857,-6.050890000000001,8000000.0,126.64,0.95,1.007,738.2033831963433,-0.57,-0.437,-0.4995555555555556,-0.5503777777777777,0.2775881668631003,2,8119999.999999999,9,0.95,0.7,1.0668293,738.2033831963433,0,0,1,74,85.1685412863724,0,0.0,4,12.750055686152903,0,0
2016-09-23,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,325.0909090909091,33.8780487804878,75.0,57.0,180.0,12.073873873873874,73.26,48.66,101.83,126.88,33.65,45.75,151.0,13.083333333333332,15.0,275.6,134.4,45.65,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,105.0,204.0,444.0,638.0,98.23,27.65,9.71,40.8,13.74,19.33,6.71,178.0,7.803468208092486,210.0,55.0,122.0,523.4,13222.0,,2195.0,16.6,237.0,0.0,0.0,355.0,2.848571428571423,29.304413,71.088356,4.3844271571428575,-6.050890000000001,8000000.0,126.64,0.95,0.995,806.3464648979225,-0.57,-0.437,-0.5055555555555555,-0.5503111111111111,0.2728073861171722,2,8119999.999999999,9,0.95,0.7,1.057610325,806.3464648979225,0,0,1,75,77.09302827955473,0,0.0,4,12.748332701442438,0,0
2016-09-24,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,353.9090909090909,33.31707317073171,75.0,57.0,180.0,12.201801801801802,73.17,48.62,101.83,126.75,33.68,45.75,151.0,13.166666666666666,15.0,279.8,135.2,45.65,0.0,0.0,0.0,0.0,0.0,0.0,995.0,104.0,204.0,428.0,641.0,98.23,27.3,9.62,40.8,13.25,19.42,6.71,173.0,7.858381502890174,210.0,55.0,117.0,523.4,13222.0,,2168.0,16.4,237.0,0.0,0.0,345.0,1.2385714285714235,29.862745,64.77802,4.344580385714286,-6.050890000000001,8000000.0,126.64,0.95,1.007,777.4417847925664,-0.57,-0.437,-0.5115555555555555,-0.5502444444444444,0.2683710112063052,2,8119999.999999999,9,0.95,0.7,1.071568625,777.4417847925664,0,0,1,76,78.97573305725342,0,0.0,4,12.76554529452881,0,0
2016-09-25,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,382.7272727272728,32.75609756097561,75.0,57.0,180.0,12.32972972972973,73.08,48.58,101.83,126.61,33.7,45.75,151.0,13.25,15.0,284.0,136.0,45.65,0.0,0.0,0.0,0.0,0.0,0.0,982.0,103.0,204.0,412.0,643.0,98.23,26.94,9.53,40.8,12.75,19.48,6.71,169.0,7.913294797687861,210.0,54.0,111.0,523.4,13222.0,,2140.0,16.19,237.0,0.0,0.0,334.0,1.037142857142852,29.783585,70.087715,4.340364028571428,-6.050890000000001,8000000.0,126.64,0.95,1.012,769.716757526767,-0.57,-0.437,-0.5175555555555555,-0.5501777777777778,0.2673216691268788,2,8119999.999999999,9,0.95,0.7,1.0695896249999999,769.716757526767,0,0,1,77,78.73813033626566,0,0.0,4,12.786613964090208,0,0
2016-09-26,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,411.5454545454545,32.19512195121951,75.0,22.0,180.0,12.457657657657656,72.99,48.54,101.83,126.43,33.72,45.75,151.0,13.333333333333332,15.0,288.2,136.8,45.65,0.0,0.0,0.0,0.0,0.0,0.0,969.0,102.0,204.0,393.0,645.0,98.23,26.58,9.44,40.8,12.16,19.55,6.71,165.0,7.968208092485549,210.0,54.0,111.0,523.4,13222.0,,2109.0,15.95,202.0,0.0,0.0,330.0,1.0042857142857091,28.87525,79.892654,4.508086014285714,-6.050890000000001,8000000.0,126.64,0.95,1.005,739.9765975393486,-0.57,-0.437,-0.5235555555555556,-0.5501111111111112,0.2653979018326766,3,8119999.999999999,9,0.95,0.7,1.04688125,739.9765975393486,0,0,1,78,80.71622840185505,0,0.0,4,12.821590644949893,0,0
2016-09-27,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,440.3636363636364,31.634146341463413,75.0,56.75,180.0,12.585585585585584,72.9,48.5,101.83,126.24,33.75,45.75,151.0,13.416666666666666,15.0,292.4,137.6,45.65,0.0,0.0,0.0,0.0,0.0,0.0,956.0,101.0,204.0,372.0,647.0,98.23,26.23,9.34,40.8,11.51,19.61,6.71,161.0,8.023121387283236,210.0,53.0,106.0,523.4,13222.0,,2076.0,15.7,180.0,0.0,0.0,320.0,1.2457142857142804,28.314835,82.61373,4.647521271428571,-6.050890000000001,8000000.0,126.64,0.95,0.991,715.5549960894106,-0.57,-0.437,-0.5295555555555556,-0.5500444444444444,0.2649199473487707,3,8119999.999999999,9,0.95,0.7,1.032870875,715.5549960894106,0,0,1,79,82.16495014365917,0,0.0,4,12.871193676837695,0,0
2016-09-28,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,469.1818181818182,31.07317073170732,75.0,91.5,180.0,12.713513513513512,72.83,48.46,101.83,125.9,33.77,45.75,151.0,13.5,15.0,296.6,138.4,45.65,0.0,0.0,0.0,0.0,0.0,0.0,945.0,100.0,204.0,337.0,649.0,98.23,25.93,9.25,40.8,10.43,19.67,6.71,156.0,8.078034682080926,210.0,53.0,101.0,523.4,13222.0,,2031.0,15.36,180.0,0.0,0.0,310.0,3.5157142857142807,28.4065,81.688065,4.542630328571429,-6.050890000000001,8000000.0,126.64,0.95,0.988,773.2405849391907,-0.57,-0.437,-0.5355555555555556,-0.5499777777777778,0.2723156413862072,2,8119999.999999999,9,0.95,0.7,1.0351625,773.2405849391907,0,0,1,80,74.3870865177859,0,0.0,4,12.984770181511363,0,0
2016-09-29,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,498.0,30.51219512195122,75.0,126.25,200.0,12.84144144144144,73.03,48.46,101.83,125.67,33.81,45.75,151.0,13.583333333333332,15.0,300.8,139.2,45.65,77.0,14.0,0.0,44.0,25.0,3.0,975.0,100.0,204.0,314.0,653.0,98.23,26.75,9.25,40.8,9.72,19.79,6.71,152.0,8.132947976878611,210.0,59.0,95.0,523.4,13222.0,,2042.0,15.44,698.0,0.0,163.0,306.0,5.337142857142852,28.923166,77.82769,4.428426271428571,-6.050890000000001,8000000.0,126.64,0.95,1.001,765.7018970959106,-0.57,-0.437,-0.5366666666666666,-0.5464111111111111,0.2792072140864378,2,8119999.999999999,9,0.95,0.7,1.04807915,765.7018970959106,0,0,1,81,75.52631246932697,0,0.0,4,13.175671013905388,0,0
2016-09-30,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,228.0,29.951219512195124,75.0,161.0,200.0,12.96936936936937,73.07,48.46,101.83,125.57,33.83,45.75,151.0,13.666666666666666,15.0,305.0,140.0,45.65,0.0,2.0,0.0,12.2,1.0,6.0,981.0,100.0,204.0,305.0,655.0,98.23,26.91,9.25,40.8,9.44,19.85,6.71,152.0,8.1878612716763,210.0,59.0,90.0,523.4,13222.0,,2041.0,15.44,589.0,596.0,21.2,301.0,5.639999999999994,29.114836,75.52116,4.4403266285714285,-6.050890000000001,8000000.0,126.64,0.95,1.004,737.8125493388557,-0.57,-0.437,-0.5377777777777777,-0.5428444444444445,0.2801338050803426,2,8119999.999999999,9,0.95,0.7,1.0528709,737.8125493388557,0,0,1,82,78.34282585920303,0,0.0,4,13.235184421331901,0,0
2016-10-01,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,46.0,29.390243902439025,75.0,51.0,200.0,13.097297297297295,73.07,48.46,101.83,125.32,33.86,45.75,151.0,13.75,15.0,282.0,140.0,45.65,0.0,3.0,0.0,0.0,3.0,15.0,972.0,100.0,204.0,285.0,658.0,98.23,26.67,9.25,40.8,8.82,19.94,6.71,148.0,8.242774566473988,210.0,59.0,84.0,523.4,13222.0,,2015.0,15.24,297.0,573.0,21.0,291.0,5.868571428571423,28.808584,78.385864,4.420779314285714,-6.050890000000001,8000000.0,133.3,1.0,1.0,770.8740171957853,-0.74,-0.372,-0.5407777777777777,-0.5385555555555556,0.2809732257342998,2,8119999.999999999,10,1.0,0.7,1.0452146,770.8740171957853,0,0,1,83,74.02764083761966,0,0.0,4,13.297710203890993,0,0
2016-10-02,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,48.891891891891895,28.82926829268293,75.0,39.0,180.0,13.225225225225223,72.92,48.43,101.83,125.15,33.88,45.75,151.0,13.833333333333332,15.0,270.0,140.0,45.65,0.0,0.0,0.0,0.0,0.0,0.0,959.0,99.0,204.0,265.0,660.0,98.23,26.31,9.16,40.8,8.2,20.0,6.71,144.0,8.297687861271676,210.0,58.0,79.0,523.4,13222.0,,1983.0,15.0,219.0,561.0,0.0,281.0,5.977142857142852,28.529417,79.708145,4.398857142857144,-6.050890000000001,8000000.0,133.3,1.0,0.983,788.6541867139385,-0.74,-0.372,-0.5437777777777778,-0.5342666666666667,0.2822359759956034,2,8119999.999999999,10,1.0,0.7,1.0382354249999999,788.6541867139385,0,0,1,84,71.20957074943959,0,0.0,3,13.363086469824252,0,0
2016-10-03,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,51.78378378378378,28.268292682926827,75.0,41.42105263157895,163.0,13.353153153153151,72.83,48.38,101.83,124.94,33.9,45.75,151.0,13.916666666666666,15.0,220.0,140.0,45.65,0.0,0.0,0.0,0.0,0.0,0.0,946.0,98.0,204.0,246.0,662.0,98.23,25.95,9.07,40.8,7.61,20.06,6.71,172.0,8.352601156069365,210.0,63.0,79.0,523.4,13222.0,,1952.0,14.76,163.0,511.0,0.0,314.0,5.9842857142857095,28.523165,81.54525,4.372701814285715,-6.050890000000001,8000000.0,133.3,1.0,0.994,836.4438911261794,-0.74,-0.372,-0.5467777777777778,-0.5299777777777778,0.2834576502643953,2,8119999.999999999,10,1.0,0.7,1.0380791249999999,836.4438911261794,0,0,1,85,66.09144806479433,0,0.0,3,13.428630111320611,0,0
2016-10-04,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,54.67567567567568,27.70731707317073,75.0,43.8421052631579,140.0,13.48108108108108,72.74,48.35,101.83,124.73,33.9,45.75,151.0,14.0,15.0,208.0,140.0,45.65,0.0,0.0,0.0,0.0,0.0,0.0,933.0,97.0,204.0,228.0,662.0,98.23,25.6,8.97,40.8,7.06,20.06,6.71,183.0,8.407514450867051,210.0,63.0,77.0,523.4,13222.0,,1920.0,14.52,140.0,499.0,0.0,323.0,5.618571428571424,29.371078,75.069275,4.495708628571429,-6.050890000000001,8000000.0,133.3,1.0,1.008,806.4955001313417,-0.74,-0.372,-0.5497777777777777,-0.5256888888888889,0.2816680858791542,2,8119999.999999999,10,1.0,0.7,1.05927695,806.4955001313417,0,0,1,86,67.42198697049062,0,0.0,3,13.492903319893756,0,0
2016-10-05,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,57.567567567567565,27.146341463414632,75.0,46.26315789473684,115.0,13.609009009009007,72.65,48.3,101.83,124.55,33.88,45.75,151.0,14.083333333333332,15.0,185.0,140.0,45.65,0.0,0.0,0.0,0.0,0.0,0.0,920.0,96.0,204.0,212.0,660.0,98.23,25.24,8.88,40.8,6.56,20.0,6.71,191.0,8.46242774566474,210.0,63.0,71.0,523.4,13222.0,,1888.0,14.28,115.0,476.0,0.0,325.0,2.8442857142857094,29.566917,72.22616,4.589599557142857,-6.050890000000001,8000000.0,133.3,1.0,1.005,779.7592475064358,-0.74,-0.372,-0.5527777777777777,-0.5214,0.2722831467790523,2,8119999.999999999,10,1.0,0.7,1.064172925,779.7592475064358,0,0,1,87,68.57151151443578,0,0.0,3,13.548163590194305,0,0
2016-10-06,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,60.45945945945946,26.585365853658537,75.0,48.68421052631579,80.0,13.736936936936935,72.56,48.37,101.83,124.36,33.83,45.75,151.0,14.166666666666666,15.0,174.0,140.0,45.65,0.0,0.0,0.0,0.0,0.0,0.0,907.0,95.0,204.0,197.0,655.0,98.23,24.88,8.79,40.8,6.1,19.85,6.71,187.0,8.517341040462428,210.0,63.0,66.0,523.4,13222.0,,1854.0,14.02,80.0,465.0,0.0,316.0,0.9242857142857092,29.289835,75.23437,4.611721471428572,-6.050890000000001,8000000.0,133.3,1.0,1.017,805.2861522047766,-0.74,-0.372,-0.5557777777777777,-0.5171111111111111,0.2653831872849286,3,8119999.999999999,10,1.0,0.7,1.057245875,805.2861522047766,0,0,1,88,65.20212739561157,1,0.0,4,13.596830145294895,0,0
2016-10-07,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,63.35135135135136,26.02439024390244,75.0,51.10526315789474,60.0,13.864864864864863,72.38,48.19,101.83,124.03,33.68,45.75,151.0,14.25,15.0,139.0,140.0,45.65,0.0,0.0,0.0,0.0,0.0,0.0,881.0,93.0,204.0,172.0,641.0,98.23,24.17,8.6,40.8,5.32,19.42,6.71,225.0,8.572254335260116,210.0,68.0,61.0,523.4,13222.0,,1787.0,13.52,60.0,430.0,0.0,354.0,0.6085714285714235,29.883585,70.99394,4.7099519,-6.050890000000001,8000000.0,133.3,1.0,0.996,815.9265121672383,-0.74,-0.372,-0.5587777777777777,-0.5128222222222222,0.262531855969821,3,8119999.999999999,10,1.0,0.7,1.072089625,815.9265121672383,0,0,1,89,62.02628564418226,2,0.0,4,13.675172637545261,0,0
2016-10-08,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,66.24324324324324,25.46341463414634,75.0,53.526315789473685,60.0,13.992792792792793,72.38,48.19,101.83,124.03,33.68,45.75,151.0,14.333333333333332,15.0,139.0,140.0,45.65,0.0,0.0,0.0,0.0,0.0,0.0,881.0,93.0,204.0,172.0,641.0,98.23,24.17,8.6,40.8,5.32,19.42,6.71,225.0,8.627167630057803,210.0,68.0,61.0,523.4,13222.0,,1787.0,13.52,60.0,430.0,0.0,354.0,0.3757142857142806,29.768997,69.64751,4.764724885714285,-6.050890000000001,8000000.0,133.3,1.0,0.995,754.0785020391932,-0.74,-0.372,-0.5617777777777777,-0.5085333333333334,0.2611305670740775,3,8119999.999999999,10,1.0,0.7,1.0692249249999999,754.0785020391932,0,0,1,90,67.11355731189053,3,0.0,4,13.675172637545261,0,0
2016-10-09,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,69.13513513513513,24.902439024390244,75.0,55.94736842105263,50.0,14.12072072072072,72.28,48.15,101.83,123.87,33.6,45.75,151.0,14.416666666666666,15.0,127.0,140.0,45.65,0.0,3.0,0.0,0.0,4.0,0.0,868.0,92.0,204.0,161.0,633.0,98.23,23.81,8.51,40.8,4.98,19.18,6.71,231.0,8.68208092485549,210.0,70.0,62.0,523.4,13222.0,,1754.0,13.27,50.0,418.0,7.0,363.0,0.5857142857142806,29.702333,70.67409,4.804484314285714,-6.050890000000001,8000000.0,133.3,1.0,1.005,817.8458867087927,-0.74,-0.372,-0.5647777777777777,-0.5042444444444444,0.2601483872815913,3,8119999.999999999,10,1.0,0.7,1.067558325,817.8458867087927,0,0,1,91,60.73798537458062,4,0.0,4,13.706590264054245,0,0
2016-10-10,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,72.02702702702703,24.341463414634145,75.0,58.368421052631575,45.0,14.248648648648649,72.19,48.11,101.83,123.72,33.51,45.75,151.0,14.5,15.0,116.0,140.0,45.65,0.0,0.0,0.0,0.0,0.0,0.0,855.0,91.0,204.0,151.0,625.0,98.23,23.46,8.42,40.8,4.67,18.94,6.71,231.0,8.736994219653178,210.0,75.0,67.0,523.4,13222.0,,1722.0,13.02,45.0,407.0,0.0,373.0,1.0042857142857091,29.841917,73.21207,4.923213557142858,-6.050890000000001,8000000.0,133.3,1.0,1.016,816.1640536261324,-0.74,-0.372,-0.5677777777777778,-0.4999555555555555,0.2585138598023622,3,8119999.999999999,10,1.0,0.7,1.071047925,816.1640536261324,0,0,1,92,59.75275738575635,0,0.0,4,13.73534079179205,0,0
