Date,Full_Capacity_mcft_CHEMBARAMBAKKAM,Full_Capacity_mcft_CHOLAVARAM,Full_Capacity_mcft_KANNANKOTTAI_THERVOY_KANDIGAI,Full_Capacity_mcft_POONDI,Full_Capacity_mcft_PUZHAL,Full_Capacity_mcft_VEERANAM,Inflow_cusecs_CHEMBARAMBAKKAM,Inflow_cusecs_CHOLAVARAM,Inflow_cusecs_KANNANKOTTAI_THERVOY_KANDIGAI,Inflow_cusecs_POONDI,Inflow_cusecs_PUZHAL,Inflow_cusecs_VEERANAM,Level_ft_CHEMBARAMBAKKAM,Level_ft_CHOLAVARAM,Level_ft_KANNANKOTTAI_THERVOY_KANDIGAI,Level_ft_POONDI,Level_ft_PUZHAL,Level_ft_VEERANAM,Outflow_cusecs_CHEMBARAMBAKKAM,Outflow_cusecs_CHOLAVARAM,Outflow_cusecs_KANNANKOTTAI_THERVOY_KANDIGAI,Outflow_cusecs_POONDI,Outflow_cusecs_PUZHAL,Outflow_cusecs_VEERANAM,Rainfall_mm_CHEMBARAMBAKKAM,Rainfall_mm_CHOLAVARAM,Rainfall_mm_KANNANKOTTAI_THERVOY_KANDIGAI,Rainfall_mm_POONDI,Rainfall_mm_PUZHAL,Rainfall_mm_VEERANAM,Storage_mcft_CHEMBARAMBAKKAM,Storage_mcft_CHOLAVARAM,Storage_mcft_KANNANKOTTAI_THERVOY_KANDIGAI,Storage_mcft_POONDI,Storage_mcft_PUZHAL,Storage_mcft_VEERANAM,Storage_Level_pct_CHEMBARAMBAKKAM,Storage_Level_pct_CHOLAVARAM,Storage_Level_pct_KANNANKOTTAI_THERVOY_KANDIGAI,Storage_Level_pct_POONDI,Storage_Level_pct_PUZHAL,Storage_Level_pct_VEERANAM,Storage_as_on_same_day_last_year_mcft_CHEMBARAMBAKKAM,Storage_as_on_same_day_last_year_mcft_CHOLAVARAM,Storage_as_on_same_day_last_year_mcft_KANNANKOTTAI_THERVOY_KANDIGAI,Storage_as_on_same_day_last_year_mcft_POONDI,Storage_as_on_same_day_last_year_mcft_PUZHAL,Storage_as_on_same_day_last_year_mcft_VEERANAM,Full_Capacity_mcft_TOTAL,Storage_mcft_TOTAL,Storage_Level_pct_TOTAL,Inflow_cusecs_TOTAL,Outflow_cusecs_TOTAL,Rainfall_mm_TOTAL,Storage_as_on_same_day_last_year_mcft_TOTAL,Rainfall_mm_day,temperature_mean_celsius,relative_humidity_mean_percent,evapotranspiration_mm_day,daily_average_water_level,Population,Per_Capita_Consumption_LPCD,Season_Factor,Random_Fluctuation,Total_Consumption_MLD,ENSO_Index,IOD_Index,ENSO_3m,IOD_3m,Water_Security_Index,Crisis_Target,year,month,quarter,day_of_year,is_monsoon,Storage_mcft_TOTAL_lag_7,Storage_mcft_TOTAL_lag_14,Storage_mcft_TOTAL_lag_30,Storage_mcft_TOTAL_lag_90,Rainfall_mm_TOTAL_lag_7,Rainfall_mm_TOTAL_lag_14,Rainfall_mm_TOTAL_lag_30,Rainfall_mm_TOTAL_lag_90,daily_average_water_level_lag_7,daily_average_water_level_lag_14,daily_average_water_level_lag_30,daily_average_water_level_lag_90,temperature_mean_celsius_lag_7,temperature_mean_celsius_lag_14,temperature_mean_celsius_lag_30,temperature_mean_celsius_lag_90,Total_Consumption_MLD_lag_7,Total_Consumption_MLD_lag_14,Total_Consumption_MLD_lag_30,Total_Consumption_MLD_lag_90,Water_Security_Index_lag_7,Water_Security_Index_lag_14,Water_Security_Index_lag_30,Water_Security_Index_lag_90,Crisis_Target_lag_7,Crisis_Target_lag_14,Crisis_Target_lag_30,Crisis_Target_lag_90,ENSO_Index_lag_7,ENSO_Index_lag_14,ENSO_Index_lag_30,ENSO_Index_lag_90,IOD_Index_lag_7,IOD_Index_lag_14,IOD_Index_lag_30,IOD_Index_lag_90,temperature_mean_celsius_roll_mean_7,temperature_mean_celsius_roll_mean_30,Storage_mcft_TOTAL_roll_mean_7,Storage_mcft_TOTAL_roll_mean_30,daily_average_water_level_roll_mean_7,daily_average_water_level_roll_mean_30,Water_Security_Index_roll_mean_7,Water_Security_Index_roll_mean_30,Rainfall_mm_TOTAL_roll_sum_7,Rainfall_mm_TOTAL_roll_sum_30,ENSO_Index_roll_mean_30,ENSO_Index_roll_mean_90,IOD_Index_roll_mean_30,IOD_Index_roll_mean_90
27-02-2018,3645,1081,500,3231,3300,1465,159.016,45.08275862,75,450,40,505.8,76.34,56.82,101.83,135.95,38.47,45.75,79,50,15,52,84,83.40232673,0,0,0,0,0,0,1521,409,204,1968,1188,98.23,41.73,37.84,40.8,60.91,36,6.71,161,31,210,825,714,523.4,13222,5086,38.47,995.8,265,0,1731,0,25.341166,80.3243,5.011602914,-6.05089,8000000,133.6,1,1.001,1021.282857,-0.78,0.215,-0.923222222,0.036366667,0.296024708,2,2018,2,1,58,0,5017,4971,4878,4722,0,0,0,0,-6.05089,-6.05089,-6.05089,-6.05089,24.709915,26.24325,24.586998,25.293253,963.0557143,917.4257143,739.3914286,1079.025714,0.311277112,0.327066369,0.363941492,0.318020078,2,1,1,2,-0.78,-0.78,-0.98,-0.96,0.215,0.215,-0.2,0.289,25.38670129,24.95956853,5062.285714,4974.033333,-6.05089,-6.05089,0.301281928,0.328177501,0,17,-0.8,-0.923222222,0.1735,0.036366667
28-02-2018,3645,1081,500,3231,3300,1465,160.544,45.2,75,445,40,505.8,76.3,56.7,101.83,136.05,38.44,45.75,79,50,15,155,84,83.27673267,0,0,0,0,0,0,1514,403,204,1993,1184,98.23,41.54,37.28,40.8,61.68,35.88,6.71,155,29,210,818,724,523.4,13222,5094,38.53,990.8,368,0,1726,0,25.878668,78.37599,5.043434243,-6.05089,8000000,133.6,1,1.015,1022.505714,-0.78,0.215,-0.921222222,0.035544444,0.295572419,2,2018,2,1,59,0,5032,4966,4883,4755,0,0,0,102.2,-6.05089,-6.05089,-6.05089,-6.05089,24.549498,26.25575,23.957838,25.562002,976.41,921.67,741.03,1081.538571,0.308349509,0.323085304,0.363375641,0.342493033,2,1,1,1,-0.78,-0.78,-0.98,-0.96,0.215,0.215,-0.2,0.289,25.57658271,25.0235962,5071.142857,4981.066667,-6.05089,-6.05089,0.299456629,0.325917394,0,17,-0.793333333,-0.921222222,0.187333333,0.035544444
01-03-2018,3645,1081,500,3231,3300,1465,162.072,45.31724138,75,440,202,487.41,76.27,56.59,101.83,136.12,38.51,45.75,80,50,15,232,84,83.15113861,0,0,0,0,0,0,1507,398,204,2011,1194,98.23,41.34,36.82,40.8,62.24,36.18,6.71,162,28,210,799,720,523.4,13222,5110,38.65,1129.41,446,0,1709,0,25.991163,72.88935,5.1217245,-6.05089,8000000,133.6,1,0.994,1024.075714,-0.8,-0.12,-0.919111111,0.033,0.294752518,2,2018,3,1,60,0,5045,4974,4888,4915,0,0,0,296.6,-6.05089,-6.05089,-6.05089,-6.05089,24.639084,25.501581,23.278666,26.30575,986.0885714,929.7185714,744.3314286,1082.26,0.306331299,0.319445605,0.362269889,0.352379106,2,2,1,1,-0.78,-0.78,-0.98,-0.99,0.215,0.215,-0.2,0.109,25.76973686,25.11401277,5080.428571,4988.466667,-6.05089,-6.05089,0.297802518,0.323666815,0,17,-0.787333333,-0.919111111,0.19,0.033
02-03-2018,3645,1081,500,3231,3300,1465,163.6,45.43448276,75,348,202,455.78,76.23,56.49,101.83,136.16,38.58,45.75,85,50,15,232,84,83.02554455,0,0,0,0,0,0,1500,393,204,2021,1204,98.23,41.15,36.36,40.8,62.55,36.48,6.71,177,26,210,789,716,523.4,13222,5118,38.71,1005.78,451,0,1708,0,25.24325,72.24621,5.166748886,-6.05089,8000000,133.6,1,1.005,1027.074286,-0.8,-0.12,-0.917,0.030455556,0.293787041,2,2018,3,1,61,0,5054,4980,4893,5087,0,0,0,14,-6.05089,-6.05089,-6.05089,-6.05089,25.686998,24.949501,22.499498,25.89742,996.3042857,936.5628571,751.3557143,1084.442857,0.303464072,0.317722899,0.360419999,0.352649995,2,2,1,1,-0.78,-0.78,-0.98,-0.99,0.215,0.215,-0.2,0.109,25.70634429,25.20547117,5089.571429,4995.966667,-6.05089,-6.05089,0.296420085,0.321445716,0,17,-0.781333333,-0.917,0.192666667,0.030455556
03-03-2018,3645,1081,500,3231,3300,1465,165.128,45.55172414,75,349,202,416.16,76.18,56.4,101.83,136.2,38.66,45.75,90,50,15,233,84,82.8999505,0,0,0,0,0,0,1492,389,204,2031,1214,98.23,40.93,35.99,40.8,62.86,36.79,6.71,191,25,210,775,712,523.4,13222,5126,38.77,967.16,457,0,1703,0,25.170334,73.59642,5.192688743,-6.05089,8000000,133.6,1,0.998,1030.118571,-0.8,-0.12,-0.914888889,0.027911111,0.292963138,2,2018,3,1,62,0,5063,4984,4899,5205,0,0,0,0,-6.05089,-6.05089,-6.05089,-6.05089,25.959915,24.841166,23.047417,25.378664,1005.801429,942.5814286,761.2842857,1083.798571,0.300874546,0.316154482,0.35775206,0.342990483,2,2,1,1,-0.78,-0.78,-0.78,-0.99,0.215,0.215,0.215,0.109,25.593547,25.27623507,5098.571429,5003.533333,-6.05089,-6.05089,0.295289883,0.319286085,0,17,-0.782,-0.914888889,0.1815,0.027911111
04-03-2018,3645,1081,500,3231,3300,1465,166.656,45.66896552,75,348,202,416.16,76.14,56.29,101.83,136.24,38.73,45.75,90,50,15,232,84,82.77435644,0,0,0,0,0,0,1484,384,204,2041,1224,98.23,40.71,35.52,40.8,63.17,37.09,6.71,206,23,210,759,706,523.4,13222,5133,38.82,966.16,456,0,1694,0,24.351583,78.62653,5.136019157,-6.05089,8000000,133.6,1,0.989,1028.994286,-0.8,-0.12,-0.912777778,0.025366667,0.293745163,2,2018,3,1,63,0,5073,4995,4904,5242,0,0,0,0,-6.05089,-6.05089,-6.05089,-6.05089,25.8495,24.745333,23.11825,25.897417,1015.942857,946.5885714,775.2128571,1083.422857,0.297840587,0.315391866,0.354199367,0.337453914,2,2,1,1,-0.78,-0.78,-0.78,-0.99,0.215,0.215,0.215,0.109,25.37955886,25.31734617,5107.142857,5011.166667,-6.05089,-6.05089,0.294704823,0.317270945,0,17,-0.782666667,-0.912777778,0.170333333,0.025366667
05-03-2018,3645,1081,500,3231,3300,1465,168.184,45.7862069,75,348,202,381.97,76.09,56.18,101.83,136.28,38.8,45.75,90,50,15,232,84,82.64876238,0,0,0,0,0,0,1475,379,204,2051,1234,98.23,40.47,35.06,40.8,63.48,37.39,6.71,220,22,210,740,700,523.4,13222,5139,38.87,931.97,456,0,1682,0,25.578665,75.813576,5.107795157,-6.05089,8000000,133.6,1,0.991,1029.857143,-0.8,-0.12,-0.910666667,0.022822222,0.293833572,2,2018,3,1,64,0,5083,5004,4911,5252,0,0,0,0,-6.05089,-6.05089,-6.05089,-6.05089,25.680748,24.703667,23.414083,25.751585,1021.277143,951.9785714,790.27,1083.194286,0.296088772,0.313979154,0.350745687,0.336126942,2,2,1,1,-0.78,-0.78,-0.78,-0.99,0.215,0.215,0.215,0.109,25.36497557,25.3894989,5115.142857,5018.766667,-6.05089,-6.05089,0.294382651,0.315373875,0,17,-0.783333333,-0.910666667,0.159166667,0.022822222
06-03-2018,3645,1081,500,3231,3300,1465,169.712,45.90344828,75,302,202,297,76.04,56.08,101.83,136.3,38.88,45.75,90,50,15,233,84,82.52316832,0,0,0,0,0,0,1467,374,204,2057,1244,98.23,40.25,34.6,40.8,63.66,37.7,6.71,234,20,210,721,694,523.4,13222,5142,38.89,801,457,0,1669,0,25.612,74.42429,5.155390314,-6.05089,8000000,133.6,1,1.006,1031.375714,-0.8,-0.12,-0.908555556,0.020277778,0.293136225,2,2018,3,1,65,0,5086,5017,4915,5255,0,0,0,0,-6.05089,-6.05089,-6.05089,-6.05089,25.341166,24.709915,24.799498,25.264084,1021.282857,963.0557143,807.5714286,1081.952857,0.296024708,0.311277112,0.346707432,0.329116784,2,2,1,1,-0.78,-0.78,-0.78,-0.99,0.215,0.215,0.215,0.109,25.40366614,25.4165823,5123.142857,5026.333333,-6.05089,-6.05089,0.293970011,0.313588168,0,17,-0.784,-0.908555556,0.148,0.020277778
07-03-2018,3645,1081,500,3231,3300,1465,171.24,46.02068966,75,255,202,262.83,76,55.97,101.83,136.31,38.95,45.75,98,50,15,232,84,82.39757426,0,0,0,0,0,0,1459,369,204,2059,1254,98.23,40.03,34.14,40.8,63.73,38,6.71,248,19,210,703,688,523.4,13222,5141,38.88,719.83,464,0,1658,0,25.155748,76.86433,5.178211671,-6.05089,8000000,133.6,1,1.008,1031.881429,-0.8,-0.12,-0.906444444,0.017733333,0.292827858,2,2018,3,1,66,0,5094,5032,4921,5253,0,0,0,0,-6.05089,-6.05089,-6.05089,-6.05089,25.878668,24.549498,24.862,24.580748,1022.505714,976.41,824.8271429,1082.054286,0.295572419,0.308349509,0.344096279,0.303970036,2,2,1,2,-0.78,-0.78,-0.78,-0.99,0.215,0.215,0.215,0.109,25.30039186,25.4263739,5129.857143,5033.666667,-6.05089,-6.05089,0.293577931,0.31187922,0,17,-0.784666667,-0.906444444,0.136833333,0.017733333
08-03-2018,3645,1081,500,3231,3300,1465,172.768,46.13793103,75,233,202,226.53,75.96,55.85,101.83,136.31,39.02,45.75,95,50,15,233,84,82.2719802,0,0,0,0,0,0,1451,364,204,2059,1264,98.23,39.81,33.67,40.8,63.73,38.3,6.71,262,17,210,683,681,523.4,13222,5138,38.86,661.53,462,0,1643,0,26.457832,77.672585,5.144813529,-6.05089,8000000,133.6,1,0.99,1031.822857,-0.8,-0.12,-0.904333333,0.015188889,0.293076566,2,2018,3,1,67,0,5110,5045,4925,5251,0,0,0,0,-6.05089,-6.05089,-6.05089,-6.05089,25.991163,24.639084,25.668245,25.26825,1024.075714,986.0885714,844.2785714,1082,0.294752518,0.306331299,0.34041329,0.295718894,2,2,1,2,-0.8,-0.78,-0.78,-0.99,-0.12,0.215,0.215,0.109,25.36705886,25.45269347,5133.857143,5040.766667,-6.05089,-6.05089,0.293338509,0.31030133,0,17,-0.785333333,-0.904333333,0.125666667,0.015188889
09-03-2018,3645,1081,500,3231,3300,1465,174.296,46.25517241,75,219,202,219.49,75.91,55.75,101.83,136.3,39.09,45.75,95,50,15,233,84,82.14638614,0,0,0,0,0,0,1443,359,204,2057,1274,98.23,39.59,33.21,40.8,63.66,38.61,6.71,277,16,210,662,674,523.4,13222,5133,38.82,640.49,462,0,1629,0,26.543251,79.14597,5.096699714,-6.05089,8000000,133.6,1,1.018,1033.562857,-0.8,-0.12,-0.902222222,0.012644444,0.293008635,2,2018,3,1,68,0,5118,5054,4942,5247,0,0,0,0,-6.05089,-6.05089,-6.05089,-6.05089,25.24325,25.686998,25.845335,25.184914,1027.074286,996.3042857,860.1171429,1080.888571,0.293787041,0.303464072,0.33964309,0.295634291,2,2,1,2,-0.8,-0.78,-0.78,-0.99,-0.12,0.215,0.215,0.109,25.55277329,25.47595733,5136,5047.133333,-6.05089,-6.05089,0.293227308,0.308746848,0,17,-0.786,-0.902222222,0.1145,0.012644444
10-03-2018,3645,1081,500,3231,3300,1465,175.824,46.37241379,75,200,202,209.06,75.87,55.63,101.83,136.29,39.15,45.75,94,50,15,233,84,82.02079208,0,0,0,0,0,0,1435,354,204,2054,1282,98.23,39.37,32.75,40.8,63.57,38.85,6.71,295,15,210,641,667,523.4,13222,5125,38.76,611.06,461,0,1618,0,26.4245,78.884895,5.031837571,-6.05089,8000000,133.6,1,0.984,1033.242857,-0.8,-0.12,-0.900111111,0.0101,0.293516661,2,2018,3,1,69,0,5126,5063,4949,5246,0,0,17,0,-6.05089,-6.05089,-6.05089,-6.05089,25.170334,25.959915,25.095331,25.201584,1030.118571,1005.801429,872.0528571,1081.368571,0.292963138,0.300874546,0.338593555,0.294592143,2,2,1,2,-0.8,-0.78,-0.78,-0.99,-0.12,0.215,0.215,0.109,25.73193986,25.52026297,5135.857143,5053,-6.05089,-6.05089,0.293306383,0.307244285,0,0,-0.786666667,-0.900111111,0.103333333,0.0101
11-03-2018,3645,1081,500,3231,3300,1465,177.352,46.48965517,75,178,285,159.56,75.82,55.53,101.83,136.23,39.23,45.75,95,50,15,358,84,81.89519802,0,0,0,0,0,0,1427,349,204,2039,1294,98.23,39.15,32.28,40.8,63.11,39.21,6.71,313,14,210,620,659,523.4,13222,5109,38.64,622.56,587,0,1606,0,27.299498,77.62296,5.055968057,-6.05089,8000000,133.6,1,0.989,1033.001429,-0.8,-0.12,-0.898,0.007555556,0.293215095,2,2018,3,1,70,0,5133,5073,4956,5245,0,0,0,0,-6.05089,-6.05089,-6.05089,-6.05089,24.351583,25.8495,25.709915,25.405752,1028.994286,1015.942857,881.0971429,1082.39,0.293745163,0.297840587,0.337065367,0.294789084,2,2,1,2,-0.8,-0.78,-0.78,-0.99,-0.12,0.215,0.215,0.109,26.15307057,25.57324907,5132.428571,5058.1,-6.05089,-6.05089,0.293230659,0.305782609,0,0,-0.787333333,-0.898,0.092166667,0.007555556
12-03-2018,3645,1081,500,3231,3300,1465,178.88,46.60689655,75,114,285,106.31,75.77,55.41,101.83,136.15,39.32,45.75,102,50,15,358,84,81.76960396,0,0,0,0,0,0,1418,344,204,2018,1306,98.23,38.9,31.82,40.8,62.46,39.58,6.71,331,13,210,595,652,523.4,13222,5086,38.47,505.31,594,0,1591,0.128571429,27.889084,76.67713,4.985183086,-6.05089,8000000,133.6,1,0.999,1033.844286,-0.8,-0.12,-0.895888889,0.005011111,0.293731998,2,2018,3,1,71,0,5139,5083,4963,5239,0,0,0,0,-6.05089,-6.05089,-6.05089,-6.05089,25.578665,25.680748,26.061998,25.499496,1029.857143,1021.277143,890.3114286,1081.938571,0.293833572,0.296088772,0.335107052,0.295252866,2,2,1,2,-0.8,-0.78,-0.78,-0.99,-0.12,0.215,0.215,0.109,26.48313043,25.63415193,5124.857143,5062.2,-6.05089,-6.05089,0.293216148,0.304403441,0,0,-0.788,-0.895888889,0.081,0.005011111
13-03-2018,3645,1081,500,3231,3300,1465,180.408,46.72413793,75,114,340,144.08,75.72,55.19,101.83,136.07,39.42,45.75,102,120,15,356,84,81.6440099,0,0,0,0,0,0,1409,334,204,1997,1321,98.23,38.66,30.9,40.8,61.81,40.03,6.71,350,12,210,569,645,523.4,13222,5061,38.28,598.08,662,0,1576,0.151428571,28.001585,77.71813,4.9626966,-6.05089,8000000,133.6,1,1.015,1035.985714,-0.8,-0.12,-0.893777778,0.002466667,0.29322981,2,2018,3,1,72,0,5142,5086,4969,5233,0,0,0,0,-6.05089,-6.05089,-6.05089,-6.05089,25.612,25.341166,26.034912,25.378668,1031.375714,1021.282857,901.1871429,1081.132857,0.293136225,0.296024708,0.332600618,0.295482819,2,2,1,2,-0.8,-0.78,-0.78,-0.99,-0.12,0.215,0.215,0.109,26.82449971,25.6997077,5113.285714,5065.266667,-6.05089,-6.05089,0.293229518,0.30309108,0,0,-0.788666667,-0.893777778,0.069833333,0.002466667
14-03-2018,3645,1081,500,3231,3300,1465,181.936,46.84137931,75,140,340,126.21,75.66,54.99,101.83,136,39.53,45.75,109,120,15,357,84,81.51841584,0,0,0,0,0,0,1399,326,204,1980,1336,98.23,38.38,30.16,40.8,61.28,40.48,6.71,368,11,210,549,638,523.4,13222,5041,38.13,606.21,670,0,1566,0.155714286,27.912,78.67499,4.968119743,-6.05089,8000000,133.6,1,0.993,1035.864286,-0.8,-0.12,-0.891666667,-7.78E-05,0.293021332,2,2018,3,1,73,0,5141,5094,4976,5227,0,0,0,0,-6.05089,-6.05089,-6.05089,-6.05089,25.155748,25.878668,25.736998,26.11617,1031.881429,1022.505714,911.2128571,1079.502857,0.292827858,0.295572419,0.329239425,0.296186793,2,2,1,2,-0.8,-0.78,-0.78,-0.99,-0.12,0.215,0.215,0.109,27.21825,25.77220777,5099,5067.433333,-6.05089,-6.05089,0.293257157,0.30188381,0,0,-0.789333333,-0.891666667,0.058666667,-7.78E-05
15-03-2018,3645,1081,500,3231,3300,1465,183.464,46.95862069,75,120,340,141.05,75.61,54.81,101.83,135.94,39.63,45.75,111,120,15,414,84,81.39282178,0,0,0,0,0,0,1389,318,204,1965,1351,98.23,38.11,29.42,40.8,60.82,40.94,6.71,386,10,210,528,631,523.4,13222,5023,37.99,601.05,729,0,1555,0.198571429,28.130747,78.95667,4.893393386,-6.05089,8000000,133.6,1,0.981,1034.531429,-0.8,-0.12,-0.889555556,-0.002622222,0.293865531,2,2018,3,1,74,0,5138,5110,4971,5221,0,0,0,0,-6.05089,-6.05089,-6.05089,-6.05089,26.457832,25.991163,26.24325,26.278666,1031.822857,1024.075714,917.4257143,1078.512857,0.293076566,0.294752518,0.327066369,0.295789106,2,2,1,2,-0.8,-0.8,-0.78,-0.99,-0.12,-0.12,0.215,0.109,27.45723786,25.83512433,5082.571429,5069.166667,-6.05089,-6.05089,0.293369866,0.300777116,0,0,-0.79,-0.889555556,0.0475,-0.002622222
16-03-2018,3645,1081,500,3231,3300,1465,184.992,47.07586207,75,140,340,141.05,75.55,54.62,101.83,135.85,39.74,45.75,119,120,15,414,84,81.26722772,0,0,0,0,0,0,1379,310,204,1943,1366,98.23,37.83,28.68,40.8,60.14,41.39,6.71,404,9,210,507,624,523.4,13222,4998,37.8,621.05,737,0,1544,0.868571429,26.941168,77.78718,4.536521,-6.05089,8000000,133.6,1,1.016,1033.088571,-0.8,-0.12,-0.887444444,-0.005166667,0.298781227,2,2018,3,1,75,0,5133,5118,4966,5213,0,0,0,0,-6.05089,-6.05089,-6.05089,-6.05089,26.543251,25.24325,26.25575,26.297417,1033.562857,1027.074286,921.67,1080.954286,0.293008635,0.293787041,0.323085304,0.293844582,2,2,1,2,-0.8,-0.8,-0.78,-0.99,-0.12,-0.12,0.215,0.109,27.51408314,25.8579716,5063.285714,5070.233333,-6.05089,-6.05089,0.294194522,0.29996698,0,0,-0.790666667,-0.887444444,0.036333333,-0.005166667
17-03-2018,3645,1081,500,3231,3300,1465,186.52,47.19310345,75,135,340,135.05,75.49,54.44,101.83,135.76,39.84,45.75,117,120,15,414,84,81.14163366,0,1,0,5,8,7,1369,302,204,1921,1381,98.23,37.56,27.94,40.8,59.46,41.85,6.71,422,8,210,488,617,523.4,13222,4973,37.61,610.05,735,21,1535,3.052857143,27.62867,69.54058,4.595985857,-6.05089,8000000,133.6,1,1,1034.071429,-0.8,-0.12,-0.885333333,-0.007711111,0.304336978,2,2018,3,1,76,0,5125,5126,4974,5200,0,0,0,0,-6.05089,-6.05089,-6.05089,-6.05089,26.4245,25.170334,25.501581,25.791166,1033.242857,1030.118571,929.7185714,1083.3,0.293516661,0.292963138,0.319445605,0.292111417,2,2,2,2,-0.8,-0.8,-0.78,-0.99,-0.12,-0.12,0.215,0.109,27.68610743,25.92887457,5041.571429,5070.2,-6.05089,-6.05089,0.295740281,0.299463359,21,21,-0.791333333,-0.885333333,0.025166667,-0.007711111
18-03-2018,3645,1081,500,3231,3300,1465,188.048,47.31034483,75,135,340,138.04,75.44,54.24,101.83,135.67,39.94,45.75,117,120,15,414,84,81.0160396,2,0,0,2,0,0,1359,294,204,1899,1396,98.23,37.28,27.2,40.8,58.77,42.3,6.71,440,7,210,466,609,523.4,13222,4948,37.42,613.04,735,4,1522,3.055714286,27.391165,69.24141,4.642738714,-6.05089,8000000,133.6,1,0.998,1036.255714,-0.8,-0.12,-0.883222222,-0.010255556,0.303213557,2,2018,3,1,77,0,5109,5133,4980,5183,0,0,0,0,-6.05089,-6.05089,-6.05089,-6.05089,27.299498,24.351583,24.949501,25.587,1033.001429,1028.994286,936.5628571,1084.624286,0.293215095,0.293745163,0.317722899,0.289740674,2,2,2,2,-0.8,-0.8,-0.78,-0.99,-0.12,-0.12,0.215,0.109,27.69920271,26.01026337,5018.571429,5069.133333,-6.05089,-6.05089,0.297168633,0.298979714,25,25,-0.792,-0.883222222,0.014,-0.010255556
19-03-2018,3645,1081,500,3231,3300,1465,189.576,47.42758621,75,120,340,80.09,75.37,54.04,101.83,135.6,40.04,45.75,119,120,15,414,84,80.89044554,0,0,0,0,0,0,1348,286,204,1882,1411,98.23,36.98,26.46,40.8,58.25,42.76,6.71,458,6,210,441,601,523.4,13222,4927,37.26,540.09,737,0,1506,2.927142857,26.68075,76.805214,4.770243786,-6.05089,8000000,133.6,1,0.987,1036.668571,-0.8,-0.12,-0.881111111,-0.0128,0.301503025,2,2018,3,1,78,0,5086,5139,4984,5167,0,0,0,0,-6.05089,-6.05089,-6.05089,-6.05089,27.889084,25.578665,24.841166,25.053663,1033.844286,1029.857143,942.5814286,1085.894286,0.293731998,0.293833572,0.316154482,0.288072647,2,2,2,2,-0.8,-0.8,-0.78,-0.99,-0.12,-0.12,0.215,0.109,27.52658357,26.07158283,4995.857143,5067.233333,-6.05089,-6.05089,0.29827878,0.298491332,25,25,-0.792666667,-0.881111111,0.002833333,-0.0128
20-03-2018,3645,1081,500,3231,3300,1465,191.104,47.54482759,75,80,340,87.71,75.31,53.79,101.83,135.55,40.15,45.75,119,120,15,414,84,80.76485149,0,0,0,0,0,0,1338,276,204,1869,1426,98.23,36.71,25.53,40.8,57.85,43.21,6.71,476,6,210,416,593,523.4,13222,4909,37.13,507.71,737,0,1491,2.904285714,27.491165,77.365005,4.843768543,-6.05089,8000000,133.6,1,1.006,1035.708571,-0.8,-0.12,-0.879,-0.015344444,0.30088423,2,2018,3,1,79,0,5061,5142,4995,5150,0,0,0,0,-6.05089,-6.05089,-6.05089,-6.05089,28.001585,25.612,24.745333,24.905748,1035.985714,1031.375714,946.5885714,1084.645714,0.29322981,0.293136225,0.315391866,0.28894986,2,2,2,2,-0.8,-0.8,-0.78,-0.99,-0.12,-0.12,0.215,0.109,27.45366643,26.16311057,4974.142857,5064.366667,-6.05089,-6.05089,0.299372268,0.298007745,25,25,-0.793333333,-0.879,-0.008333333,-0.015344444
21-03-2018,3645,1081,500,3231,3300,1465,192.632,47.66206897,75,70,340,72.7,75.25,53.54,101.83,135.5,40.25,45.75,119,120,15,414,84,80.63925743,0,0,0,0,0,0,1328,266,204,1857,1441,98.23,36.43,24.61,40.8,57.47,43.67,6.71,494,6,210,391,585,523.4,13222,4892,37,482.7,737,0,1476,2.9,28.134916,78.99152,4.848235957,-6.05089,8000000,133.6,1,1.016,1037.981429,-0.8,-0.12,-0.876888889,-0.017888889,0.300138497,2,2018,3,1,80,0,5041,5141,5004,5133,0,0,0,0,-6.05089,-6.05089,-6.05089,-6.05089,27.912,25.155748,24.703667,25.201582,1035.864286,1031.881429,951.9785714,1083.548571,0.293021332,0.292827858,0.313979154,0.288881754,2,2,2,2,-0.8,-0.8,-0.78,-0.99,-0.12,-0.12,0.215,0.109,27.48551157,26.27748553,4952.857143,5060.633333,-6.05089,-6.05089,0.300389006,0.297546389,25,25,-0.794,-0.876888889,-0.0195,-0.017888889
22-03-2018,3645,1081,500,3231,3300,1465,194.16,47.77931034,75,75,380,98.23,75.19,53.12,101.83,135.45,40.37,45.75,121,200,15,415,84,80.51366337,0,0,0,0,0,0,1317,249,204,1845,1459,98.23,36.13,23.03,40.8,57.1,44.21,6.71,512,5,210,366,596,523.4,13222,4870,36.83,553.23,820,0,1479,2.857142857,28.487001,80.39922,4.935039157,-6.05089,8000000,133.6,1,0.992,1041.6,-0.8,-0.12,-0.874777778,-0.020433333,0.298260915,2,2018,3,1,81,0,5023,5138,5017,5116,0,0,0,1,-6.05089,-6.05089,-6.05089,-6.05089,28.130747,26.457832,24.709915,25.216164,1034.531429,1031.822857,963.0557143,1079.745714,0.293865531,0.293076566,0.311277112,0.290081969,2,2,2,2,-0.8,-0.8,-0.78,-0.99,-0.12,-0.12,0.215,0.109,27.536405,26.4033884,4931,5055.733333,-6.05089,-6.05089,0.301016918,0.297112516,25,25,-0.794666667,-0.874777778,-0.030666667,-0.020433333
