Date,Full_Capacity_mcft_CHEMBARAMBAKKAM,Full_Capacity_mcft_CHOLAVARAM,Full_Capacity_mcft_KANNANKOTTAI_THERVOY_KANDIGAI,Full_Capacity_mcft_POONDI,Full_Capacity_mcft_PUZHAL,Full_Capacity_mcft_VEERANAM,Inflow_cusecs_CHEMBARAMBAKKAM,Inflow_cusecs_CHOLAVARAM,Inflow_cusecs_KANNANKOTTAI_THERVOY_KANDIGAI,Inflow_cusecs_POONDI,Inflow_cusecs_PUZHAL,Inflow_cusecs_VEERANAM,Level_ft_CHEMBARAMBAKKAM,Level_ft_CHOLAVARAM,Level_ft_KANNANKOTTAI_THERVOY_KANDIGAI,Level_ft_POONDI,Level_ft_PUZHAL,Level_ft_VEERANAM,Outflow_cusecs_CHEMBARAMBAKKAM,Outflow_cusecs_CHOLAVARAM,Outflow_cusecs_KANNANKOTTAI_THERVOY_KANDIGAI,Outflow_cusecs_POONDI,Outflow_cusecs_PUZHAL,Outflow_cusecs_VEERANAM,Rainfall_mm_CHEMBARAMBAKKAM,Rainfall_mm_CHOLAVARAM,Rainfall_mm_KANNANKOTTAI_THERVOY_KANDIGAI,Rainfall_mm_POONDI,Rainfall_mm_PUZHAL,Rainfall_mm_VEERANAM,Storage_mcft_CHEMBARAMBAKKAM,Storage_mcft_CHOLAVARAM,Storage_mcft_KANNANKOTTAI_THERVOY_KANDIGAI,Storage_mcft_POONDI,Storage_mcft_PUZHAL,Storage_mcft_VEERANAM,Storage_Level_pct_CHEMBARAMBAKKAM,Storage_Level_pct_CHOLAVARAM,Storage_Level_pct_KANNANKOTTAI_THERVOY_KANDIGAI,Storage_Level_pct_POONDI,Storage_Level_pct_PUZHAL,Storage_Level_pct_VEERANAM,Storage_as_on_same_day_last_year_mcft_CHEMBARAMBAKKAM,Storage_as_on_same_day_last_year_mcft_CHOLAVARAM,Storage_as_on_same_day_last_year_mcft_KANNANKOTTAI_THERVOY_KANDIGAI,Storage_as_on_same_day_last_year_mcft_POONDI,Storage_as_on_same_day_last_year_mcft_PUZHAL,Storage_as_on_same_day_last_year_mcft_VEERANAM,Full_Capacity_mcft_TOTAL,Level_ft_TOTAL,Storage_mcft_TOTAL,Storage_Level_pct_TOTAL,Inflow_cusecs_TOTAL,Outflow_cusecs_TOTAL,Rainfall_mm_TOTAL,Storage_as_on_same_day_last_year_mcft_TOTAL,Rainfall_mm_day,temperature_mean_celsius,relative_humidity_mean_percent,evapotranspiration_mm_day,daily_average_water_level,Population,Per_Capita_Consumption_LPCD,Season_Factor,Random_Fluctuation,Total_Consumption_MLD,ENSO_Index,IOD_Index,ENSO_3m,IOD_3m,Water_Security_Index,Crisis_Target
2018-01-27,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,111.648,41.44827586206897,75.0,350.0,33.42424242424242,394.67,77.4,57.87,101.83,132.85,39.99,45.75,57.0,45.66565349544073,15.0,37.0,84.0,87.29574257425743,0.0,0.0,0.0,0.0,0.0,0.0,1718.0,461.0,204.0,1292.0,1403.0,98.23,47.13,42.65,40.8,39.99,42.52,6.71,369.0,76.0,210.0,626.0,289.0,523.4,13222.0,,4874.0,36.86,744.67,178.0,0.0,1360.0,0.0,24.397415,70.4613,4.273509585714286,-6.050890000000001,8000000.0,133.6,1.0,1.007,739.17,-0.98,-0.2,-0.9674444444444443,0.07423333333333332,0.36455260341555995,1
2018-01-28,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,113.176,41.56551724137931,75.0,350.0,33.63636363636364,390.42,77.37,57.84,101.83,132.95,39.94,45.75,57.0,45.805471124620055,15.0,36.0,84.0,87.17014851485149,0.0,0.0,0.0,0.0,0.0,0.0,1713.0,459.0,204.0,1310.0,1396.0,98.23,47.0,42.46,40.8,40.54,42.3,6.71,363.0,75.0,210.0,649.0,286.0,523.4,13222.0,,4878.0,36.89,740.42,177.0,0.0,1373.0,0.0,24.586998,72.024315,4.348981671428572,-6.050890000000001,8000000.0,133.6,1.0,1.007,739.3914285714285,-0.98,-0.2,-0.972111111111111,0.07183333333333333,0.36394149241274204,1
2018-01-29,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,114.704,41.68275862068965,75.0,350.0,33.84848484848485,386.19,77.54,57.8,101.83,133.05,39.89,45.75,57.0,45.94528875379939,15.0,37.0,84.0,87.04455445544555,0.0,0.0,0.0,0.0,0.0,0.0,1708.0,457.0,204.0,1329.0,1389.0,98.23,46.86,42.28,40.8,41.13,42.09,6.71,357.0,73.0,210.0,660.0,282.0,523.4,13222.0,,4883.0,36.93,736.19,178.0,0.0,1372.0,0.0,23.957838,72.45126,4.3791993,-6.050890000000001,8000000.0,133.6,1.0,0.991,741.0300000000001,-0.98,-0.2,-0.9767777777777777,0.06943333333333333,0.3633756408308941,1
2018-01-30,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,116.232,41.8,75.0,330.0,34.06060606060606,365.24,77.31,57.76,101.83,133.15,39.85,45.75,56.0,46.08510638297872,15.0,38.0,84.0,86.91896039603961,0.0,0.0,0.0,0.0,0.0,0.0,1703.0,455.0,204.0,1348.0,1382.0,98.23,46.72,42.09,40.8,41.72,41.88,6.71,351.0,72.0,210.0,683.0,289.0,523.4,13222.0,,4888.0,36.97,695.24,178.0,0.0,1395.0,0.0,23.278666,71.5935,4.429216514285715,-6.050890000000001,8000000.0,133.6,1.0,0.995,744.3314285714287,-0.98,-0.2,-0.9770000000000001,0.06399999999999999,0.36226988890743167,1
2018-01-31,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,117.76,41.91724137931035,75.0,330.0,34.27272727272727,365.24,77.29,57.72,101.83,133.25,39.8,45.75,61.0,46.224924012158056,15.0,35.0,84.0,86.79336633663367,0.0,0.0,0.0,0.0,0.0,0.0,1698.0,453.0,204.0,1367.0,1375.0,98.23,46.58,41.91,40.8,42.31,41.67,6.71,345.0,71.0,210.0,703.0,297.0,523.4,13222.0,,4893.0,37.01,695.24,180.0,0.0,1416.0,0.0,22.499498,73.08503,4.465257714285714,-6.050890000000001,8000000.0,133.6,1.0,1.023,751.3557142857143,-0.98,-0.2,-0.9772222222222221,0.058566666666666656,0.36041999901609706,1
2018-02-01,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,119.288,42.03448275862069,75.0,350.0,34.484848484848484,390.42,77.26,57.68,101.83,133.35,39.75,45.75,60.0,46.36474164133738,15.0,44.0,84.0,86.66777227722773,0.0,0.0,0.0,0.0,0.0,0.0,1693.0,451.0,204.0,1387.0,1368.0,98.23,46.45,41.72,40.8,42.93,41.45,6.71,339.0,69.0,210.0,724.0,305.0,523.4,13222.0,,4899.0,37.05,740.42,188.0,0.0,1437.0,0.0,23.047417,73.30059,4.521495957142857,-6.050890000000001,8000000.0,133.6,1.0,1.008,761.2842857142858,-0.78,0.215,-0.9752222222222222,0.05774444444444444,0.3577520597657501,1
2018-02-02,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,120.816,42.15172413793103,75.0,360.0,34.696969696969695,407.52,77.23,57.64,101.83,133.45,39.7,45.75,61.0,46.50455927051672,15.0,46.0,84.0,86.54217821782179,0.0,0.0,0.0,0.0,0.0,0.0,1688.0,449.0,204.0,1406.0,1361.0,98.23,46.31,41.54,40.8,43.52,41.24,6.71,333.0,68.0,210.0,736.0,313.0,523.4,13222.0,,4904.0,37.09,767.52,191.0,0.0,1450.0,0.0,23.11825,67.95857,4.572119728571429,-6.050890000000001,8000000.0,133.6,1.0,1.011,775.2128571428573,-0.78,0.215,-0.9732222222222222,0.05692222222222221,0.3541993672970086,1
2018-02-03,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,122.344,42.26896551724138,75.0,360.0,34.90909090909091,403.22,77.21,57.62,101.83,133.55,39.65,45.75,61.0,46.64437689969605,15.0,45.0,84.0,86.41658415841584,0.0,0.0,0.0,0.0,0.0,0.0,1683.0,448.0,204.0,1426.0,1354.0,98.23,46.17,41.44,40.8,44.13,41.03,6.71,326.0,67.0,210.0,749.0,321.0,523.4,13222.0,,4911.0,37.14,763.22,190.0,0.0,1463.0,0.0,23.414083,63.881992,4.580357542857143,-6.050890000000001,8000000.0,133.6,1.0,0.996,790.2700000000001,-0.78,0.215,-0.9712222222222222,0.0561,0.3507456866857117,1
2018-02-04,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,123.872,42.38620689655173,75.0,370.0,35.121212121212125,420.5,77.17,57.59,101.83,133.65,39.61,45.75,78.0,46.784194528875375,15.0,39.0,84.0,86.2909900990099,0.0,0.0,0.0,0.0,0.0,0.0,1676.0,446.0,204.0,1446.0,1347.0,98.23,45.98,41.26,40.8,44.75,40.82,6.71,320.0,65.0,210.0,763.0,332.0,523.4,13222.0,,4915.0,37.17,790.5,201.0,0.0,1480.0,0.0,24.799498,61.922718,4.593357414285714,-6.050890000000001,8000000.0,133.6,1.0,1.008,807.5714285714286,-0.78,0.215,-0.9692222222222223,0.05527777777777777,0.34670743205018223,1
2018-02-05,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,125.4,42.50344827586207,75.0,370.0,35.333333333333336,429.23,77.14,57.57,101.83,133.75,39.56,45.75,78.0,46.92401215805471,15.0,46.0,84.0,86.16539603960396,0.0,0.0,0.0,0.0,0.0,0.0,1669.0,445.0,204.0,1467.0,1340.0,98.23,45.79,41.17,40.8,45.4,40.61,6.71,314.0,64.0,210.0,771.0,342.0,523.4,13222.0,,4921.0,37.22,799.23,208.0,0.0,1491.0,0.0,24.862,76.9812,4.431172171428572,-6.050890000000001,8000000.0,133.6,1.0,0.999,824.827142857143,-0.78,0.215,-0.9672222222222222,0.05445555555555554,0.34409627853722846,1
2018-02-06,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,126.928,42.62068965517241,75.0,375.0,35.54545454545455,433.62,77.1,57.53,101.83,133.85,39.51,45.75,78.0,47.06382978723404,15.0,45.0,84.0,86.03980198019802,0.0,0.0,0.0,0.0,0.0,0.0,1662.0,443.0,204.0,1487.0,1333.0,98.23,45.6,40.98,40.8,46.02,40.39,6.71,308.0,62.0,210.0,778.0,353.0,523.4,13222.0,,4925.0,37.25,808.62,207.0,0.0,1501.0,0.009999999999996987,25.668245,81.16393,4.341330314285714,-6.050890000000001,8000000.0,133.6,1.0,1.021,844.2785714285714,-0.78,0.215,-0.9652222222222223,0.053633333333333325,0.3404132902120126,1
2018-02-07,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,128.45600000000002,42.73793103448276,75.0,400.0,35.75757575757576,464.74,77.07,57.51,101.83,134.0,39.46,45.75,73.0,47.20364741641337,15.0,48.0,84.0,85.91420792079208,0.0,0.0,0.0,0.0,0.0,0.0,1656.0,442.0,204.0,1518.0,1326.0,98.23,45.43,40.89,40.8,46.98,40.18,6.71,302.0,61.0,210.0,785.0,364.0,523.4,13222.0,,4942.0,37.38,864.74,205.0,0.0,1512.0,0.7799999999999969,25.845335,78.03461,4.2913199,-6.050890000000001,8000000.0,133.6,1.0,0.998,860.1171428571428,-0.78,0.215,-0.9632222222222222,0.0528111111111111,0.3396430897284914,1
2018-02-08,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,129.98399999999998,42.85517241379311,75.0,400.0,35.96969696969697,446.87,77.04,57.47,101.83,134.1,39.41,45.75,73.0,47.3434650455927,15.0,49.0,80.0,85.78861386138614,13.0,0.0,0.0,2.0,0.0,2.0,1650.0,440.0,204.0,1540.0,1319.0,98.23,45.27,40.7,40.8,47.66,39.97,6.71,296.0,59.0,210.0,791.0,375.0,523.4,13222.0,,4949.0,37.43,846.87,202.0,17.0,1521.0,1.1985714285714255,25.095331,80.59017,4.244494042857143,-6.050890000000001,8000000.0,133.6,1.0,0.981,872.0528571428571,-0.78,0.215,-0.9612222222222223,0.05198888888888887,0.3385935550730796,1
2018-02-09,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,131.512,42.97241379310345,75.0,400.0,36.18181818181818,442.44,77.01,57.43,101.83,134.2,39.36,45.75,74.0,47.48328267477204,15.0,48.0,84.0,85.6630198019802,0.0,0.0,0.0,0.0,0.0,0.0,1645.0,438.0,204.0,1561.0,1312.0,98.23,45.13,40.52,40.8,48.31,39.76,6.71,290.0,58.0,210.0,796.0,387.0,523.4,13222.0,,4956.0,37.48,842.44,206.0,0.0,1531.0,1.1985714285714255,25.709915,76.64098,4.1844971285714285,-6.050890000000001,8000000.0,133.6,1.0,0.991,881.0971428571428,-0.78,0.215,-0.9592222222222222,0.05116666666666666,0.3370653667435682,1
2018-02-10,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,133.04000000000002,43.08965517241379,75.0,400.0,36.39393939393939,438.02,76.98,57.41,101.83,134.3,39.31,45.75,74.0,47.62310030395137,15.0,47.0,84.0,85.53742574257426,0.0,0.0,0.0,0.0,0.0,0.0,1639.0,437.0,204.0,1582.0,1305.0,98.23,44.97,40.43,40.8,48.96,39.55,6.71,283.0,56.0,210.0,799.0,400.0,523.4,13222.0,,4963.0,37.54,838.02,205.0,0.0,1538.0,1.1985714285714255,26.061998,72.086136,4.1735747000000005,-6.050890000000001,8000000.0,133.6,1.0,1.001,890.3114285714286,-0.78,0.215,-0.9572222222222221,0.05034444444444444,0.3351070516501864,1
2018-02-11,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,134.56799999999998,43.206896551724135,75.0,380.0,36.60606060606061,407.52,76.95,57.37,101.83,134.4,39.26,45.75,84.0,47.76291793313069,15.0,48.0,84.0,85.41183168316832,0.0,0.0,0.0,0.0,0.0,0.0,1632.0,435.0,204.0,1604.0,1298.0,98.23,44.77,40.24,40.8,49.64,39.33,6.71,276.0,55.0,210.0,797.0,414.0,523.4,13222.0,,4969.0,37.58,787.52,216.0,0.0,1542.0,1.1985714285714255,26.034912,68.71055,4.182232157142857,-6.050890000000001,8000000.0,133.6,1.0,1.024,901.1871428571429,-0.78,0.215,-0.9552222222222222,0.04952222222222221,0.332600617945168,1
2018-02-12,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,136.096,43.324137931034485,75.0,350.0,36.81818181818182,373.57,76.91,57.34,101.83,134.5,39.21,45.75,84.0,47.90273556231003,15.0,49.0,84.0,85.28623762376237,0.0,0.0,0.0,0.0,0.0,0.0,1625.0,434.0,204.0,1626.0,1291.0,98.23,44.58,40.15,40.8,50.32,39.12,6.71,269.0,53.0,210.0,797.0,428.0,523.4,13222.0,,4976.0,37.63,723.57,217.0,0.0,1547.0,1.1985714285714255,25.736998,71.65908,4.323958114285714,-6.050890000000001,8000000.0,133.6,1.0,0.997,911.2128571428572,-0.78,0.215,-0.9532222222222221,0.04869999999999999,0.3292394248213636,1
2018-02-13,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,137.624,43.44137931034483,75.0,320.0,37.03030303030303,356.97,76.87,57.3,101.83,134.55,39.16,45.75,84.0,48.04255319148936,15.0,48.0,84.0,85.16064356435643,0.0,0.0,0.0,0.0,0.0,0.0,1618.0,432.0,204.0,1637.0,1284.0,98.23,44.39,39.96,40.8,50.67,38.91,6.71,263.0,52.0,210.0,796.0,444.0,523.4,13222.0,,4971.0,37.6,676.97,216.0,0.0,1555.0,1.1885714285714255,26.24325,73.22714,4.4072894428571425,-6.050890000000001,8000000.0,133.6,1.0,0.994,917.4257142857142,-0.78,0.215,-0.9512222222222222,0.04787777777777777,0.32706636863823146,1
2018-02-14,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,139.152,43.55862068965517,75.0,350.0,37.24242424242424,398.94,76.83,57.26,101.83,134.6,39.11,45.75,79.0,48.18237082066869,15.0,48.0,84.0,85.03504950495049,0.0,0.0,0.0,0.0,0.0,0.0,1611.0,430.0,204.0,1648.0,1277.0,98.23,44.2,39.78,40.8,51.01,38.7,6.71,256.0,50.0,210.0,797.0,460.0,523.4,13222.0,,4966.0,37.56,748.94,211.0,0.0,1563.0,0.41857142857142554,26.25575,74.42977,4.489903728571428,-6.050890000000001,8000000.0,133.6,1.0,0.985,921.6700000000001,-0.78,0.215,-0.9492222222222222,0.04705555555555555,0.3230853043502141,1
2018-02-15,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,140.68,43.67586206896552,75.0,380.0,37.45454545454545,420.42,76.79,57.24,101.83,134.7,39.06,45.75,79.0,48.32218844984802,15.0,48.0,84.0,84.90945544554455,0.0,0.0,0.0,0.0,0.0,0.0,1604.0,429.0,204.0,1671.0,1270.0,98.23,44.01,39.69,40.8,51.72,38.48,6.71,248.0,49.0,210.0,798.0,477.0,523.4,13222.0,,4974.0,37.62,800.42,211.0,0.0,1572.0,0.0,25.501581,75.437035,4.5682684,-6.050890000000001,8000000.0,133.6,1.0,1.014,929.7185714285714,-0.78,0.215,-0.9472222222222222,0.04623333333333332,0.31944560484403617,2
2018-02-16,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,142.208,43.79310344827586,75.0,380.0,37.66666666666667,424.86,76.75,57.2,101.83,134.8,39.01,45.75,79.0,48.46200607902736,15.0,49.0,84.0,84.78386138613861,0.0,0.0,0.0,0.0,0.0,0.0,1597.0,427.0,204.0,1693.0,1263.0,98.23,43.81,39.5,40.8,52.4,38.27,6.71,240.0,47.0,210.0,804.0,496.0,523.4,13222.0,,4980.0,37.66,804.86,212.0,0.0,1587.0,0.0,24.949501,77.80965,4.594832157142856,-6.050890000000001,8000000.0,133.6,1.0,0.986,936.5628571428572,-0.78,0.215,-0.9452222222222222,0.04541111111111111,0.3177228991662147,2
2018-02-17,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,143.736,43.91034482758621,75.0,380.0,37.87878787878788,438.02,76.71,57.18,101.83,134.88,38.96,45.75,80.0,48.60182370820669,15.0,49.0,84.0,84.65826732673267,0.0,0.0,0.0,0.0,0.0,0.0,1590.0,426.0,204.0,1712.0,1256.0,98.23,43.62,39.41,40.8,52.99,38.06,6.71,232.0,46.0,210.0,815.0,516.0,523.4,13222.0,,4984.0,37.69,818.02,213.0,0.0,1609.0,0.0,24.841166,75.04113,4.623261385714286,-6.050890000000001,8000000.0,133.6,1.0,0.998,942.5814285714287,-0.78,0.215,-0.9432222222222222,0.04458888888888888,0.31615448183748596,2
2018-02-18,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,145.264,44.02758620689655,75.0,450.0,38.09090909090909,487.41,76.68,57.14,101.83,135.0,38.91,45.75,79.0,48.741641337386014,15.0,52.0,84.0,84.53267326732673,0.0,0.0,0.0,0.0,0.0,0.0,1583.0,424.0,204.0,1739.0,1249.0,98.23,43.43,39.22,40.8,53.82,37.85,6.71,225.0,44.0,210.0,826.0,537.0,523.4,13222.0,,4995.0,37.78,937.41,215.0,0.0,1632.0,0.0,24.745333,73.64979,4.617620400000001,-6.050890000000001,8000000.0,133.6,1.0,1.01,946.5885714285714,-0.78,0.215,-0.9412222222222223,0.04376666666666666,0.31539186587302437,2
2018-02-19,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,146.792,44.144827586206894,75.0,500.0,38.30303030303031,557.54,76.64,57.12,101.83,135.1,38.86,45.75,80.0,48.88145896656535,15.0,52.0,84.0,84.40707920792079,0.0,0.0,0.0,0.0,0.0,0.0,1576.0,423.0,204.0,1763.0,1242.0,98.23,43.24,39.13,40.8,54.57,37.64,6.71,217.0,43.0,210.0,837.0,557.0,523.4,13222.0,,5004.0,37.85,1057.54,216.0,0.0,1654.0,0.0,24.703667,75.34664,4.651097628571429,-6.050890000000001,8000000.0,133.6,1.0,1.009,951.9785714285715,-0.78,0.215,-0.9392222222222222,0.04294444444444444,0.3139791539498222,2
2018-02-20,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,148.32,44.26206896551725,75.0,540.0,38.51515151515152,601.1,76.61,57.08,101.83,135.22,38.81,45.75,79.0,49.02127659574468,15.0,52.0,84.0,84.28148514851486,0.0,0.0,0.0,0.0,0.0,0.0,1570.0,421.0,204.0,1791.0,1235.0,98.23,43.07,38.95,40.8,55.43,37.42,6.71,208.0,41.0,210.0,842.0,577.0,523.4,13222.0,,5017.0,37.94,1141.1,215.0,0.0,1668.0,0.0,24.709915,75.51668,4.687538828571428,-6.050890000000001,8000000.0,133.6,1.0,1.039,963.0557142857142,-0.78,0.215,-0.9372222222222223,0.042122222222222214,0.3112771122128851,2
2018-02-21,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,149.848,44.37931034482759,75.0,540.0,38.72727272727273,601.1,76.57,57.06,101.83,135.35,38.76,45.75,80.0,49.16109422492401,15.0,52.0,84.0,84.1558910891089,0.0,0.0,0.0,0.0,0.0,0.0,1563.0,420.0,204.0,1821.0,1228.0,98.23,42.88,38.85,40.8,56.36,37.21,6.71,199.0,40.0,210.0,842.0,597.0,523.4,13222.0,,5032.0,38.06,1141.1,216.0,0.0,1678.0,0.0,24.549498,75.973526,4.689202857142858,-6.050890000000001,8000000.0,133.6,1.0,1.007,976.41,-0.78,0.215,-0.9352222222222223,0.041299999999999996,0.3083495094422623,2
2018-02-22,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,151.376,44.49655172413793,75.0,500.0,38.93939393939394,552.77,76.53,57.02,101.83,135.47,38.71,45.75,80.0,49.30091185410334,15.0,52.0,84.0,84.03029702970298,0.0,0.0,0.0,0.0,0.0,0.0,1556.0,418.0,204.0,1850.0,1221.0,98.23,42.69,38.67,40.8,57.26,37.0,6.71,193.0,38.0,210.0,840.0,617.0,523.4,13222.0,,5045.0,38.16,1052.77,216.0,0.0,1688.0,0.0,24.639084,73.38527,4.680161142857144,-6.050890000000001,8000000.0,133.6,1.0,0.991,986.0885714285715,-0.78,0.215,-0.9332222222222223,0.04047777777777777,0.3063312987508633,2
2018-02-23,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,152.904,44.61379310344827,75.0,480.0,39.15151515151516,533.81,76.49,57.0,101.83,135.57,38.66,45.75,80.0,49.440729483282674,15.0,52.0,84.0,83.90470297029704,0.0,0.0,0.0,0.0,0.0,0.0,1549.0,417.0,204.0,1874.0,1214.0,98.23,42.5,38.58,40.8,58.0,36.79,6.71,186.0,37.0,210.0,833.0,637.0,523.4,13222.0,,5054.0,38.22,1013.81,216.0,0.0,1693.0,0.0,25.686998,71.0183,4.7570042,-6.050890000000001,8000000.0,133.6,1.0,0.994,996.3042857142857,-0.78,0.215,-0.9312222222222221,0.03965555555555555,0.3034640721646066,2
2018-02-24,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,154.43200000000002,44.731034482758616,75.0,480.0,39.36363636363636,533.81,76.46,56.95,101.83,135.67,38.61,45.75,80.0,49.580547112462,15.0,53.0,84.0,83.7791089108911,0.0,0.0,0.0,0.0,0.0,0.0,1542.0,415.0,204.0,1899.0,1207.0,98.23,42.3,38.39,40.8,58.77,36.58,6.71,179.0,35.0,210.0,833.0,657.0,523.4,13222.0,,5063.0,38.29,1013.81,217.0,0.0,1704.0,0.0,25.959915,72.20719,4.8197203,-6.050890000000001,8000000.0,133.6,1.0,0.996,1005.8014285714287,-0.78,0.215,-0.9292222222222222,0.03883333333333333,0.3008745463845168,2
2018-02-25,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,155.96,44.84827586206897,75.0,500.0,39.57575757575758,464.74,76.42,56.93,101.83,135.77,38.56,45.75,80.0,49.72036474164133,15.0,52.0,84.0,83.65351485148516,0.0,0.0,0.0,0.0,0.0,0.0,1535.0,414.0,204.0,1924.0,1200.0,98.23,42.11,38.3,40.8,59.55,36.36,6.71,173.0,34.0,210.0,835.0,676.0,523.4,13222.0,,5073.0,38.37,964.74,216.0,0.0,1718.0,0.0,25.8495,72.3779,4.920921157142857,-6.050890000000001,8000000.0,133.6,1.0,1.017,1015.9428571428572,-0.78,0.215,-0.9272222222222221,0.03801111111111111,0.2978405873308341,2
2018-02-26,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,157.488,44.96551724137931,75.0,500.0,39.78787878787879,557.54,76.38,56.89,101.83,135.88,38.5,45.75,79.0,49.86018237082067,15.0,52.0,84.0,83.52792079207921,0.0,0.0,0.0,0.0,0.0,0.0,1528.0,412.0,204.0,1950.0,1193.0,98.23,41.92,38.11,40.8,60.35,36.15,6.71,167.0,32.0,210.0,832.0,695.0,523.4,13222.0,,5083.0,38.44,1057.54,215.0,0.0,1726.0,0.0,25.680748,74.56178,4.999851542857143,-6.050890000000001,8000000.0,133.6,1.0,0.978,1021.2771428571428,-0.78,0.215,-0.9252222222222222,0.03718888888888888,0.2960887722092903,2
2018-02-27,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,159.01600000000002,45.08275862068965,75.0,450.0,40.0,505.8,76.34,56.82,101.83,135.95,38.47,45.75,79.0,50.0,15.0,52.0,84.0,83.40232673267327,0.0,0.0,0.0,0.0,0.0,0.0,1521.0,409.0,204.0,1968.0,1188.0,98.23,41.73,37.84,40.8,60.91,36.0,6.71,161.0,31.0,210.0,825.0,714.0,523.4,13222.0,,5086.0,38.47,995.8,265.0,0.0,1731.0,0.0,25.341166,80.3243,5.011602914285715,-6.050890000000001,8000000.0,133.6,1.0,1.001,1021.2828571428572,-0.78,0.215,-0.9232222222222223,0.036366666666666665,0.29602470750862664,2
2018-02-28,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,160.54399999999998,45.2,75.0,445.0,40.0,505.8,76.3,56.7,101.83,136.05,38.44,45.75,79.0,50.0,15.0,155.0,84.0,83.27673267326733,0.0,0.0,0.0,0.0,0.0,0.0,1514.0,403.0,204.0,1993.0,1184.0,98.23,41.54,37.28,40.8,61.68,35.88,6.71,155.0,29.0,210.0,818.0,724.0,523.4,13222.0,,5094.0,38.53,990.8,368.0,0.0,1726.0,0.0,25.878668,78.37599,5.043434242857143,-6.050890000000001,8000000.0,133.6,1.0,1.015,1022.5057142857142,-0.78,0.215,-0.9212222222222222,0.03554444444444444,0.29557241938512835,2
2018-03-01,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,162.072,45.317241379310346,75.0,440.0,202.0,487.41,76.27,56.59,101.83,136.12,38.51,45.75,80.0,50.0,15.0,232.0,84.0,83.15113861386139,0.0,0.0,0.0,0.0,0.0,0.0,1507.0,398.0,204.0,2011.0,1194.0,98.23,41.34,36.82,40.8,62.24,36.18,6.71,162.0,28.0,210.0,799.0,720.0,523.4,13222.0,,5110.0,38.65,1129.41,446.0,0.0,1709.0,0.0,25.991163,72.88935,5.1217245,-6.050890000000001,8000000.0,133.6,1.0,0.994,1024.0757142857144,-0.8,-0.12,-0.9191111111111111,0.032999999999999995,0.29475251814991843,2
2018-03-02,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,163.60000000000002,45.43448275862069,75.0,348.0,202.0,455.78,76.23,56.49,101.83,136.16,38.58,45.75,85.0,50.0,15.0,232.0,84.0,83.02554455445545,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,393.0,204.0,2021.0,1204.0,98.23,41.15,36.36,40.8,62.55,36.48,6.71,177.0,26.0,210.0,789.0,716.0,523.4,13222.0,,5118.0,38.71,1005.78,451.0,0.0,1708.0,0.0,25.24325,72.24621,5.166748885714285,-6.050890000000001,8000000.0,133.6,1.0,1.005,1027.0742857142857,-0.8,-0.12,-0.9169999999999998,0.03045555555555555,0.2937870408124905,2
