Date,Population,Per_Capita_Consumption_LPCD,Season_Factor,Random_Fluctuation,Total_Consumption_MLD,Crisis_Event
2016-11-17,8000000,133.3,1.0,0.988,1093.19,
2016-11-18,8000000,133.3,1.0,1.0,1091.74,
2016-11-19,8000000,133.3,1.0,1.013,1103.75,
2016-11-20,8000000,133.3,1.0,0.999,1101.08,
2016-11-21,8000000,133.3,1.0,1.003,1102.51,
2016-11-22,8000000,133.3,1.0,1.008,1109.45,
2016-11-23,8000000,133.3,1.0,0.984,1090.08,
2016-11-24,8000000,133.3,1.0,1.003,1092.35,
2016-11-25,8000000,133.3,1.0,0.995,1086.12,
2016-11-26,8000000,133.3,1.0,0.998,1083.51,
2016-11-27,8000000,133.3,1.0,0.996,1078.18,
2016-11-28,8000000,133.3,1.0,0.984,1061.22,
2016-11-29,8000000,133.3,1.0,1.003,1065.0,
2016-11-30,8000000,133.3,1.0,0.992,1057.37,
2016-12-01,8000000,133.3,1.0,1.008,1065.53,
2016-12-02,8000000,133.3,1.0,1.006,1071.34,
2016-12-03,8000000,133.3,1.0,0.996,1066.55,
2016-12-04,8000000,133.3,1.0,1.017,1083.89,
2016-12-05,8000000,133.3,1.0,1.009,1092.7,
2016-12-06,8000000,133.3,1.0,0.997,1088.29,
2016-12-07,8000000,133.3,1.0,1.002,1089.4,
2016-12-08,8000000,133.3,1.0,0.993,1080.78,
2016-12-09,8000000,133.3,1.0,1.014,1094.05,
2016-12-10,8000000,133.3,1.0,1.017,1110.21,
2016-12-11,8000000,133.3,1.0,1.004,1112.36,
2016-12-12,8000000,133.3,1.0,0.985,1093.93,
2016-12-13,8000000,133.3,1.0,0.999,1091.42,
2016-12-14,8000000,133.3,1.0,1.004,1094.61,
2016-12-15,8000000,133.3,1.0,0.991,1084.05,
2016-12-16,8000000,133.3,1.0,0.996,1079.04,
2016-12-17,8000000,133.3,1.0,1.002,1080.67,
2016-12-18,8000000,133.3,1.0,1.008,1088.61,
2016-12-19,8000000,133.3,1.0,0.999,1086.91,
2016-12-20,8000000,133.3,1.0,1.013,1099.2,
2016-12-21,8000000,133.3,1.0,0.997,1094.4,
2016-12-22,8000000,133.3,1.0,1.005,1097.75,
2016-12-23,8000000,133.3,1.0,1.007,1103.02,
2016-12-24,8000000,133.3,1.0,0.998,1099.07,
2016-12-25,8000000,133.3,1.0,1.006,1103.5,
2016-12-26,8000000,133.3,1.0,1.012,1114.31,
2016-12-27,8000000,133.3,1.0,1.002,1114.34,
2016-12-28,8000000,133.3,1.0,1.001,1113.52,
2016-12-29,8000000,133.3,1.0,0.973,1082.3,
2016-12-30,8000000,133.3,1.0,1.0,1081.38,
2016-12-31,8000000,133.3,1.0,1.009,1090.2,
2017-01-01,8000000,133.3,1.0,0.986,1074.37,
2017-01-02,8000000,133.3,1.0,0.978,1051.91,
2017-01-03,8000000,133.3,1.0,0.998,1050.92,
2017-01-04,8000000,133.3,1.0,1.005,1056.75,
2017-01-05,8000000,133.3,1.0,0.997,1054.63,
2017-01-06,8000000,133.3,1.0,0.999,1054.44,
2017-01-07,8000000,133.3,1.0,1.002,1056.79,
2017-01-08,8000000,133.3,1.0,1.002,1059.22,
2017-01-09,8000000,133.3,1.0,0.987,1046.7,
2017-01-10,8000000,133.3,1.0,1.0,1047.2,
2017-01-11,8000000,133.3,1.0,0.995,1043.39,
2017-01-12,8000000,133.3,1.0,1.013,1057.42,
2017-01-13,8000000,133.3,1.0,0.999,1056.88,
2017-01-14,8000000,133.3,1.0,0.985,1041.92,
2017-01-15,8000000,133.3,1.0,0.993,1035.95,
2017-01-16,8000000,133.3,1.0,0.997,1034.61,
2017-01-17,8000000,133.3,1.0,0.989,1025.0,
2017-01-18,8000000,133.3,1.0,1.001,1028.22,
2017-01-19,8000000,133.3,1.0,1.003,1033.36,
2017-01-20,8000000,133.3,1.0,1.01,1044.63,
2017-01-21,8000000,133.3,1.0,1.005,1050.63,
2017-01-22,8000000,133.3,1.0,1.0,1051.07,
2017-01-23,8000000,133.3,1.0,1.012,1063.87,
2017-01-24,8000000,133.3,1.0,1.012,1076.61,
2017-01-25,8000000,133.3,1.0,0.999,1075.06,
2017-01-26,8000000,133.3,1.0,1.003,1077.52,
2017-01-27,8000000,133.3,1.0,1.005,1081.65,
2017-01-28,8000000,133.3,1.0,1.008,1089.51,
2017-01-29,8000000,133.3,1.0,0.991,1078.77,
2017-01-30,8000000,133.3,1.0,1.001,1078.94,
2017-01-31,8000000,133.3,1.0,1.006,1084.08,
2017-02-01,8000000,133.3,1.0,0.991,1073.87,
2017-02-02,8000000,133.3,1.0,1.011,1084.41,
2017-02-03,8000000,133.3,1.0,1.015,1098.74,
2017-02-04,8000000,133.3,1.0,0.993,1089.68,
2017-02-05,8000000,133.3,1.0,1.024,1113.55,
2017-02-06,8000000,133.3,1.0,1.007,1118.87,
2017-02-07,8000000,133.3,1.0,0.998,1114.36,
2017-02-08,8000000,133.3,1.0,1.002,1114.12,
2017-02-09,8000000,133.3,1.0,0.998,1109.1,
2017-02-10,8000000,133.3,1.0,0.985,1091.24,
2017-02-11,8000000,133.3,1.0,0.997,1087.0,
2017-02-12,8000000,133.3,1.0,1.021,1107.56,
2017-02-13,8000000,133.3,1.0,0.99,1094.82,
2017-02-14,8000000,133.3,1.0,1.013,1107.35,
2017-02-15,8000000,133.3,1.0,1.001,1106.38,
2017-02-16,8000000,133.3,1.0,0.994,1097.7,
2017-02-17,8000000,133.3,1.0,0.999,1094.77,
2017-02-18,8000000,133.3,1.0,0.994,1087.35,
2017-02-19,8000000,133.3,1.0,1.001,1087.2,
2017-02-20,8000000,133.3,1.0,1.001,1087.27,
2017-02-21,8000000,133.3,1.0,0.997,1083.33,
2017-02-22,8000000,133.3,1.0,1.008,1091.14,
2017-02-23,8000000,133.3,1.0,1.004,1094.24,
2017-02-24,8000000,133.3,1.0,0.989,1081.21,
2017-02-25,8000000,133.3,1.0,0.993,1072.96,
2017-02-26,8000000,133.3,1.0,0.999,1072.03,
2017-02-27,8000000,133.3,1.0,0.988,1059.11,
2017-02-28,8000000,133.3,1.0,1.019,1078.38,
2017-03-01,8000000,133.3,1.0,1.011,1088.98,
2017-03-02,8000000,133.3,1.0,1.006,1094.33,
2017-03-03,8000000,133.3,1.0,0.997,1089.98,
2017-03-04,8000000,133.3,1.0,0.986,1074.51,
2017-03-05,8000000,133.3,1.0,1.006,1079.73,
2017-03-06,8000000,133.3,1.0,0.988,1067.25,
2017-03-07,8000000,133.3,1.0,1.014,1081.59,
2017-03-08,8000000,133.3,1.0,1.002,1083.2,
2017-03-09,8000000,133.3,1.0,1.002,1084.93,
2017-03-10,8000000,133.3,1.0,1.007,1090.74,
2017-03-11,8000000,133.3,1.0,1.019,1108.79,
2017-03-12,8000000,133.3,1.0,0.985,1090.89,
2017-03-13,8000000,133.3,1.0,1.004,1093.7,
2017-03-14,8000000,133.3,1.0,0.995,1087.31,
2017-03-15,8000000,133.3,1.0,0.994,1080.56,
2017-03-16,8000000,133.3,1.0,0.99,1069.58,
2017-03-17,8000000,133.3,1.0,0.975,1044.02,
2017-03-18,8000000,133.3,1.0,1.0,1045.35,
2017-03-19,8000000,133.3,1.0,0.997,1043.18,
2017-03-20,8000000,133.3,1.0,1.024,1067.83,
2017-03-21,8000000,133.3,1.0,0.997,1064.31,
2017-03-22,8000000,133.3,1.0,1.006,1070.21,
2017-03-23,8000000,133.3,1.0,1.023,1093.16,
2017-03-24,8000000,133.3,1.0,0.988,1079.28,
2017-03-25,8000000,133.3,1.0,1.001,1079.58,
2017-03-26,8000000,133.3,1.0,0.972,1049.85,
2017-03-27,8000000,133.3,1.0,1.015,1065.29,
2017-03-28,8000000,133.3,1.0,1.002,1067.75,
2017-03-29,8000000,133.3,1.0,0.985,1052.25,
2017-03-30,8000000,133.3,1.0,0.995,1047.97,
2017-03-31,8000000,133.3,1.0,0.994,1042.5,
2017-04-01,8000000,146.63,1.1,0.996,1044.86,
2017-04-02,8000000,146.63,1.1,1.002,1052.95,
2017-04-03,8000000,146.63,1.1,1.001,1060.12,
2017-04-04,8000000,146.63,1.1,1.002,1067.5,
2017-04-05,8000000,146.63,1.1,0.997,1070.23,
2017-04-06,8000000,146.63,1.1,1.001,1076.86,
2017-04-07,8000000,146.63,1.1,1.006,1087.8,
2017-04-08,8000000,146.63,1.1,1.006,1098.72,
2017-04-09,8000000,146.63,1.1,1.002,1104.02,
2017-04-10,8000000,146.63,1.1,0.992,1098.93,
2017-04-11,8000000,146.63,1.1,1.007,1109.55,
2017-04-12,8000000,146.63,1.1,1.003,1116.24,
2017-04-13,8000000,146.63,1.1,1.0,1119.48,
2017-04-14,8000000,146.63,1.1,1.005,1127.35,
2017-04-15,8000000,146.63,1.1,1.001,1130.62,
2017-04-16,8000000,146.63,1.1,1.0,1132.39,
2017-04-17,8000000,146.63,1.1,0.99,1123.42,
2017-04-18,8000000,146.63,1.1,0.993,1118.28,
2017-04-19,8000000,146.63,1.1,1.008,1129.32,
2017-04-20,8000000,146.63,1.1,1.01,1142.24,
2017-04-21,8000000,146.63,1.1,1.004,1148.59,
2017-04-22,8000000,146.63,1.1,1.002,1152.21,
2017-04-23,8000000,146.63,1.1,1.009,1162.97,
2017-04-24,8000000,146.63,1.1,1.003,1166.45,
2017-04-25,8000000,146.63,1.1,0.996,1162.14,
2017-04-26,8000000,146.63,1.1,1.009,1172.37,
2017-04-27,8000000,146.63,1.1,1.001,1173.95,
2017-04-28,8000000,146.63,1.1,0.993,1165.57,
2017-04-29,8000000,146.63,1.1,0.992,1157.1,
2017-04-30,8000000,146.63,1.1,1.005,1162.98,
2017-05-01,8000000,146.63,1.1,1.019,1184.59,
2017-05-02,8000000,146.63,1.1,1.002,1186.07,
2017-05-03,8000000,146.63,1.1,0.989,1172.95,
2017-05-04,8000000,146.63,1.1,0.986,1157.18,
2017-05-05,8000000,146.63,1.1,0.99,1147.05,
2017-05-06,8000000,146.63,1.1,0.99,1137.72,
2017-05-07,8000000,146.63,1.1,1.027,1168.65,
2017-05-08,8000000,146.63,1.1,1.001,1169.52,
2017-05-09,8000000,146.63,1.1,1.011,1182.4,
2017-05-10,8000000,146.63,1.1,0.999,1180.39,
2017-05-11,8000000,146.63,1.1,1.005,1185.92,
2017-05-12,8000000,146.63,1.1,0.993,1177.63,
2017-05-13,8000000,146.63,1.1,1.017,1196.6,
2017-05-14,8000000,146.63,1.1,1.013,1209.82,
2017-05-15,8000000,146.63,1.1,0.993,1200.23,
2017-05-16,8000000,146.63,1.1,0.988,1185.23,
2017-05-17,8000000,146.63,1.1,1.017,1203.45,
2017-05-18,8000000,146.63,1.1,0.998,1199.53,
2017-05-19,8000000,146.63,1.1,0.998,1195.83,
2017-05-20,8000000,146.63,1.1,0.987,1180.03,
2017-05-21,8000000,146.63,1.1,1.004,1184.08,
2017-05-22,8000000,146.63,1.1,0.989,1171.43,
2017-05-23,8000000,146.63,1.1,1.0,1171.7,
2017-05-24,8000000,146.63,1.1,0.998,1169.75,
2017-05-25,8000000,146.63,1.1,1.0,1169.67,
2017-05-26,8000000,146.63,1.1,0.994,1162.83,
2017-05-27,8000000,146.63,1.1,1.006,1169.82,
2017-05-28,8000000,146.63,1.1,0.998,1168.29,
2017-05-29,8000000,146.63,1.1,0.993,1161.31,
2017-05-30,8000000,146.63,1.1,1.012,1175.38,
2017-05-31,8000000,146.63,1.1,0.993,1167.04,
2017-06-01,8000000,146.63,1.1,0.994,1160.35,
2017-06-02,8000000,146.63,1.1,0.995,1155.99,
2017-06-03,8000000,146.63,1.1,0.983,1138.67,
2017-06-04,8000000,146.63,1.1,1.021,1162.67,
2017-06-05,8000000,146.63,1.1,1.008,1171.52,
2017-06-06,8000000,146.63,1.1,0.995,1166.19,
2017-06-07,8000000,146.63,1.1,1.019,1187.11,
2017-06-08,8000000,146.63,1.1,0.998,1184.32,
2017-06-09,8000000,146.63,1.1,0.997,1180.1,
2017-06-10,8000000,146.63,1.1,1.001,1180.54,
2017-06-11,8000000,146.63,1.1,1.003,1183.88,
2017-06-12,8000000,146.63,1.1,1.008,1192.75,
2017-06-13,8000000,146.63,1.1,1.01,1202.7,
2017-06-14,8000000,146.63,1.1,0.99,1189.68,
2017-06-15,8000000,146.63,1.1,0.997,1185.36,
2017-06-16,8000000,146.63,1.1,0.998,1183.02,
2017-06-17,8000000,146.63,1.1,0.994,1175.6,
2017-06-18,8000000,146.63,1.1,1.008,1184.64,
2017-06-19,8000000,146.63,1.1,1.0,1183.92,
2017-06-20,8000000,146.63,1.1,0.978,1159.04,
2017-06-21,8000000,146.63,1.1,0.995,1154.34,
2017-06-22,8000000,146.63,1.1,1.003,1158.68,
2017-06-23,8000000,146.63,1.1,1.001,1160.85,
2017-06-24,8000000,146.63,1.1,0.988,1147.73,
2017-06-25,8000000,146.63,1.1,1.02,1170.79,
2017-06-26,8000000,146.63,1.1,0.977,1145.49,
2017-06-27,8000000,146.63,1.1,1.006,1152.88,
2017-06-28,8000000,146.63,1.1,0.985,1137.45,
2017-06-29,8000000,146.63,1.1,0.997,1135.99,
2017-06-30,8000000,146.63,1.1,0.993,1130.74,
2017-07-01,8000000,126.64,0.95,0.98,1103.71,
2017-07-02,8000000,126.64,0.95,0.998,1096.82,
2017-07-03,8000000,126.64,0.95,1.001,1093.45,
2017-07-04,8000000,126.64,0.95,1.0,1089.46,
2017-07-05,8000000,126.64,0.95,1.005,1090.57,
2017-07-06,8000000,126.64,0.95,0.991,1077.76,
2017-07-07,8000000,126.64,0.95,0.997,1071.03,
2017-07-08,8000000,126.64,0.95,0.996,1063.7,
2017-07-09,8000000,126.64,0.95,0.988,1049.32,
2017-07-10,8000000,126.64,0.95,1.013,1060.34,
2017-07-11,8000000,126.64,0.95,0.997,1054.63,
2017-07-12,8000000,126.64,0.95,1.001,1053.76,
2017-07-13,8000000,126.64,0.95,0.997,1048.93,
2017-07-14,8000000,126.64,0.95,1.008,1055.53,
2017-07-15,8000000,126.64,0.95,1.022,1075.22,
2017-07-16,8000000,126.64,0.95,0.997,1069.34,
2017-07-17,8000000,126.64,0.95,0.986,1052.51,
2017-07-18,8000000,126.64,0.95,0.992,1042.28,
2017-07-19,8000000,126.64,0.95,1.0,1041.12,
2017-07-20,8000000,126.64,0.95,0.995,1035.22,
2017-07-21,8000000,126.64,0.95,1.001,1035.19,
2017-07-22,8000000,126.64,0.95,0.998,1032.37,
2017-07-23,8000000,126.64,0.95,0.998,1028.98,
2017-07-24,8000000,126.64,0.95,0.997,1025.04,
2017-07-25,8000000,126.64,0.95,0.997,1021.94,
2017-07-26,8000000,126.64,0.95,0.98,1002.42,
2017-07-27,8000000,126.64,0.95,1.012,1014.37,
2017-07-28,8000000,126.92,0.95,0.982,996.85,
2017-07-29,8000000,126.92,0.95,1.001,998.66,
2017-07-30,8000000,126.92,0.95,0.997,996.45,
2017-07-31,8000000,126.92,0.95,1.01,1007.24,
2017-08-01,8000000,126.92,0.95,1.004,1011.08,
2017-08-02,8000000,126.92,0.95,0.99,1001.65,
2017-08-03,8000000,126.92,0.95,0.995,997.54,
2017-08-04,8000000,126.92,0.95,1.011,1008.43,
2017-08-05,8000000,126.92,0.95,1.006,1014.73,
2017-08-06,8000000,126.92,0.95,0.978,993.93,
2017-08-07,8000000,126.92,0.95,0.988,983.34,
2017-08-08,8000000,126.92,0.95,1.01,994.51,
2017-08-09,8000000,126.92,0.95,1.006,1001.59,
2017-08-10,8000000,126.92,0.95,0.997,999.06,
2017-08-11,8000000,126.92,0.95,1.011,1010.65,
2017-08-12,8000000,126.92,0.95,0.998,1008.81,
2017-08-13,8000000,126.92,0.95,1.0,1009.34,
2017-08-14,8000000,126.92,0.95,1.006,1014.96,
2017-08-15,8000000,126.92,0.95,1.003,1017.44,
2017-08-16,8000000,126.92,0.95,0.999,1016.81,
2017-08-17,8000000,126.92,0.95,0.986,1003.63,
2017-08-18,8000000,126.92,0.95,1.009,1012.82,
2017-08-19,8000000,126.92,0.95,1.022,1034.6,
2017-08-20,8000000,126.92,0.95,0.992,1025.85,
2017-08-21,8000000,126.92,0.95,1.007,1032.6,
2017-08-22,8000000,126.92,0.95,0.982,1013.65,
2017-08-23,8000000,126.92,0.95,1.004,1017.44,
2017-08-24,8000000,126.92,0.95,1.0,1017.06,
2017-08-25,8000000,126.92,0.95,1.001,1017.47,
2017-08-26,8000000,126.92,0.95,0.99,1007.26,
2017-08-27,8000000,126.92,0.95,1.001,1008.58,
2017-08-28,8000000,126.92,0.95,1.001,1009.78,
2017-08-29,8000000,126.92,0.95,1.013,1022.52,
2017-08-30,8000000,126.92,0.95,0.997,1018.94,
2017-08-31,8000000,126.92,0.95,0.99,1009.07,
2017-09-01,8000000,126.92,0.95,0.998,1007.45,
2017-09-02,8000000,126.92,0.95,0.993,1001.03,
2017-09-03,8000000,126.92,0.95,1.001,1002.93,
2017-09-04,8000000,126.92,0.95,1.027,1029.49,
2017-09-05,8000000,126.92,0.95,1.007,1036.07,
2017-09-06,8000000,126.92,0.95,1.0,1035.27,
2017-09-07,8000000,126.92,0.95,0.991,1025.77,
2017-09-08,8000000,126.92,0.95,0.985,1011.02,
2017-09-09,8000000,126.92,0.95,1.008,1018.46,
2017-09-10,8000000,126.92,0.95,0.989,1007.58,
2017-09-11,8000000,126.92,0.95,0.986,994.92,
2017-09-12,8000000,126.92,0.95,0.999,994.67,
2017-09-13,8000000,126.92,0.95,0.99,986.49,
2017-09-14,8000000,126.92,0.95,0.991,979.05,
2017-09-15,8000000,126.92,0.95,1.01,990.41,
2017-09-16,8000000,126.92,0.95,1.026,1016.06,
2017-09-17,8000000,126.92,0.95,1.013,1028.09,
2017-09-18,8000000,126.92,0.95,0.999,1026.47,
2017-09-19,8000000,126.92,0.95,1.014,1039.25,
2017-09-20,8000000,126.92,0.95,1.01,1047.82,
2017-09-21,8000000,126.92,0.95,1.001,1047.36,
2017-09-22,8000000,126.92,0.95,1.002,1047.95,
2017-09-23,8000000,126.92,0.95,1.03,1076.12,
2017-09-24,8000000,126.92,0.95,1.011,1083.92,
2017-09-25,8000000,126.92,0.95,1.007,1087.75,
2017-09-26,8000000,126.92,0.95,0.993,1076.75,
2017-09-27,8000000,126.92,0.95,1.02,1093.97,
2017-09-28,8000000,126.92,0.95,0.993,1083.16,
2017-09-29,8000000,126.92,0.95,0.996,1075.22,
2017-09-30,8000000,126.92,0.95,0.983,1054.55,
2017-10-01,8000000,133.6,1.0,0.997,1051.97,
2017-10-02,8000000,133.6,1.0,1.003,1055.71,
2017-10-03,8000000,133.6,1.0,1.006,1062.07,
2017-10-04,8000000,133.6,1.0,1.016,1078.65,
2017-10-05,8000000,133.6,1.0,0.992,1069.5,
2017-10-06,8000000,133.6,1.0,1.004,1073.45,
2017-10-07,8000000,133.6,1.0,1.016,1089.59,
2017-10-08,8000000,133.6,1.0,1.01,1098.61,
2017-10-09,8000000,133.6,1.0,0.987,1083.66,
2017-10-10,8000000,133.6,1.0,1.017,1100.85,
2017-10-11,8000000,133.6,1.0,0.998,1097.26,
2017-10-12,8000000,133.6,1.0,1.009,1105.14,
2017-10-13,8000000,133.6,1.0,0.996,1099.49,
2017-10-14,8000000,133.6,1.0,1.003,1100.7,
2017-10-15,8000000,133.6,1.0,0.991,1089.76,
2017-10-16,8000000,133.6,1.0,1.01,1098.65,
2017-10-17,8000000,133.6,1.0,1.019,1117.4,
2017-10-18,8000000,133.6,1.0,1.012,1128.14,
2017-10-19,8000000,133.6,1.0,1.001,1125.74,
2017-10-20,8000000,133.6,1.0,0.998,1120.22,
2017-10-21,8000000,133.6,1.0,0.993,1110.05,
2017-10-22,8000000,133.6,1.0,0.992,1099.43,
2017-10-23,8000000,133.6,1.0,0.998,1095.45,
2017-10-24,8000000,133.6,1.0,0.998,1092.24,
2017-10-25,8000000,133.6,1.0,0.996,1087.4,
2017-10-26,8000000,133.6,1.0,1.003,1089.77,
2017-10-27,8000000,133.6,1.0,0.998,1086.44,
2017-10-28,8000000,133.6,1.0,1.002,1087.32,
2017-10-29,8000000,133.6,1.0,0.999,1085.13,
2017-10-30,8000000,133.6,1.0,0.991,1074.91,
2017-10-31,8000000,133.6,1.0,0.986,1060.77,
2017-11-01,8000000,133.6,1.0,0.993,1053.86,
2017-11-02,8000000,133.6,1.0,1.005,1059.69,
2017-11-03,8000000,133.6,1.0,1.012,1071.88,
2017-11-04,8000000,133.6,1.0,1.021,1092.86,
2017-11-05,8000000,133.6,1.0,0.995,1086.14,
2017-11-06,8000000,133.6,1.0,0.995,1080.39,
2017-11-07,8000000,133.6,1.0,1.001,1080.65,
2017-11-08,8000000,133.6,1.0,1.006,1085.76,
2017-11-09,8000000,133.6,1.0,1.001,1085.63,
2017-11-10,8000000,133.6,1.0,1.018,1103.62,
2017-11-11,8000000,133.6,1.0,1.005,1107.23,
2017-11-12,8000000,133.6,1.0,1.009,1114.97,
2017-11-13,8000000,133.6,1.0,0.997,1109.79,
2017-11-14,8000000,133.6,1.0,0.999,1106.39,
2017-11-15,8000000,133.6,1.0,0.998,1101.92,
2017-11-16,8000000,133.6,1.0,0.989,1088.39,
2017-11-17,8000000,133.6,1.0,0.988,1074.52,
2017-11-18,8000000,133.6,1.0,1.008,1082.58,
2017-11-19,8000000,133.6,1.0,0.977,1057.96,
2017-11-20,8000000,133.6,1.0,1.003,1061.44,
2017-11-21,8000000,133.6,1.0,0.995,1056.6,
2017-11-22,8000000,133.6,1.0,1.007,1064.21,
2017-11-23,8000000,133.6,1.0,1.01,1074.33,
2017-11-24,8000000,133.6,1.0,1.012,1086.63,
2017-11-25,8000000,133.6,1.0,0.987,1071.98,
2017-11-26,8000000,133.6,1.0,1.008,1079.77,
2017-11-27,8000000,133.6,1.0,0.994,1073.43,
2017-11-28,8000000,133.6,1.0,1.006,1079.22,
2017-11-29,8000000,133.6,1.0,1.009,1087.82,
2017-11-30,8000000,133.6,1.0,1.005,1091.92,
2017-12-01,8000000,133.6,1.0,1.001,1091.68,
2017-12-02,8000000,133.6,1.0,0.997,1087.26,
2017-12-03,8000000,133.6,1.0,0.989,1075.26,
2017-12-04,8000000,133.6,1.0,0.996,1070.8,
2017-12-05,8000000,133.6,1.0,1.007,1077.62,
2017-12-06,8000000,133.6,1.0,1.002,1079.13,
2017-12-07,8000000,133.6,1.0,1.014,1092.63,
2017-12-08,8000000,133.6,1.0,1.0,1091.3,
2017-12-09,8000000,133.6,1.0,0.99,1079.48,
2017-12-10,8000000,133.6,1.0,1.0,1078.62,
2017-12-11,8000000,133.6,1.0,1.0,1077.95,
2017-12-12,8000000,133.6,1.0,0.997,1074.46,
2017-12-13,8000000,133.6,1.0,0.999,1073.49,
2017-12-14,8000000,133.6,1.0,1.008,1081.22,
2017-12-15,8000000,133.6,1.0,1.004,1084.37,
2017-12-16,8000000,133.6,1.0,1.013,1096.57,
2017-12-17,8000000,133.6,1.0,1.0,1095.04,
2017-12-18,8000000,133.6,1.0,0.994,1087.22,
2017-12-19,8000000,133.6,1.0,0.997,1083.35,
2017-12-20,8000000,133.6,1.0,0.983,1064.75,
2017-12-21,8000000,133.6,1.0,1.008,1073.54,
2017-12-22,8000000,133.6,1.0,0.985,1057.75,
2017-12-23,8000000,133.6,1.0,1.006,1064.54,
2017-12-24,8000000,133.6,1.0,0.996,1060.41,
2017-12-25,8000000,133.6,1.0,1.0,1060.34,
2017-12-26,8000000,133.6,1.0,1.0,1061.14,
2017-12-27,8000000,133.6,1.0,1.007,1068.62,
2017-12-28,8000000,133.6,1.0,1.008,1076.74,
2017-12-29,8000000,133.6,1.0,0.995,1070.95,
2017-12-30,8000000,133.6,1.0,1.013,1083.64,
2017-12-31,8000000,133.6,1.0,1.015,1098.25,
2018-01-01,8000000,133.6,1.0,1.01,1107.12,
2018-01-02,8000000,133.6,1.0,1.009,1115.04,
2018-01-03,8000000,133.6,1.0,0.989,1101.42,
2018-01-04,8000000,133.6,1.0,0.997,1096.93,
2018-01-05,8000000,133.6,1.0,0.992,1087.22,
2018-01-06,8000000,133.6,1.0,0.992,1077.9,
2018-01-07,8000000,133.6,1.0,1.004,1081.07,
2018-01-08,8000000,133.6,1.0,1.001,1081.45,
2018-01-09,8000000,133.6,1.0,0.989,1069.03,
2018-01-10,8000000,133.6,1.0,0.985,1054.28,
2018-01-11,8000000,133.6,1.0,0.998,1053.23,
2018-01-12,8000000,133.6,1.0,0.993,1046.67,
2018-01-13,8000000,133.6,1.0,1.001,1048.69,
2018-01-14,8000000,133.6,1.0,1.007,740.91,Rationing
2018-01-15,8000000,133.6,1.0,1.007,736.75,Rationing
2018-01-16,8000000,133.6,1.0,1.007,740.59,Rationing
2018-01-17,8000000,133.6,1.0,1.007,736.7,Rationing
2018-01-18,8000000,133.6,1.0,1.007,737.91,Rationing
2018-01-19,8000000,133.6,1.0,1.007,735.01,Rationing
2018-01-20,8000000,133.6,1.0,1.007,735.02,Rationing
2018-01-21,8000000,133.6,1.0,1.007,737.53,Rationing
2018-01-22,8000000,133.6,1.0,1.007,737.52,Rationing
2018-01-23,8000000,133.6,1.0,1.007,738.09,Rationing
2018-01-24,8000000,133.6,1.0,1.007,743.99,Rationing
2018-01-25,8000000,133.6,1.0,1.007,743.13,Rationing
2018-01-26,8000000,133.6,1.0,1.007,736.59,Rationing
2018-01-27,8000000,133.6,1.0,1.007,737.34,Rationing
2018-01-28,8000000,133.6,1.0,1.007,739.08,Rationing
2018-01-29,8000000,133.6,1.0,0.991,748.99,
2018-01-30,8000000,133.6,1.0,0.995,761.2,
2018-01-31,8000000,133.6,1.0,1.023,793.16,
2018-02-01,8000000,133.6,1.0,1.008,812.63,
2018-02-02,8000000,133.6,1.0,1.011,834.09,
2018-02-03,8000000,133.6,1.0,0.996,842.74,
2018-02-04,8000000,133.6,1.0,1.008,860.19,
2018-02-05,8000000,133.6,1.0,0.999,869.78,
2018-02-06,8000000,133.6,1.0,1.021,897.36,
2018-02-07,8000000,133.6,1.0,0.998,904.03,
2018-02-08,8000000,133.6,1.0,0.981,896.18,
2018-02-09,8000000,133.6,1.0,0.991,897.4,
2018-02-10,8000000,133.6,1.0,1.001,907.24,
2018-02-11,8000000,133.6,1.0,1.024,936.32,
2018-02-12,8000000,133.6,1.0,0.997,939.96,
2018-02-13,8000000,133.6,1.0,0.994,940.85,
2018-02-14,8000000,133.6,1.0,0.985,933.74,
2018-02-15,8000000,133.6,1.0,1.014,952.52,
2018-02-16,8000000,133.6,1.0,0.986,945.31,
2018-02-17,8000000,133.6,1.0,0.998,949.37,
2018-02-18,8000000,133.6,1.0,1.01,964.37,
2018-02-19,8000000,133.6,1.0,1.009,977.69,
2018-02-20,8000000,133.6,1.0,1.039,1018.39,
2018-02-21,8000000,133.6,1.0,1.007,1027.22,
2018-02-22,8000000,133.6,1.0,0.991,1020.27,
2018-02-23,8000000,133.6,1.0,0.994,1016.82,
2018-02-24,8000000,133.6,1.0,0.996,1015.85,
2018-02-25,8000000,133.6,1.0,1.017,1035.36,
2018-02-26,8000000,133.6,1.0,0.978,1015.03,
2018-02-27,8000000,133.6,1.0,1.001,1018.43,
2018-02-28,8000000,133.6,1.0,1.015,1035.78,
2018-03-01,8000000,133.6,1.0,0.994,1031.26,
2018-03-02,8000000,133.6,1.0,1.005,1037.81,
2018-03-03,8000000,133.6,1.0,0.998,1037.16,
2018-03-04,8000000,133.6,1.0,0.989,1027.49,
2018-03-05,8000000,133.6,1.0,0.991,1021.07,
2018-03-06,8000000,133.6,1.0,1.006,1029.06,
2018-03-07,8000000,133.6,1.0,1.008,1039.32,
2018-03-08,8000000,133.6,1.0,0.99,1030.85,
2018-03-09,8000000,133.6,1.0,1.018,1049.99,
2018-03-10,8000000,133.6,1.0,0.984,1034.92,
2018-03-11,8000000,133.6,1.0,0.989,1025.8,
